text,label_id,label,doc_id,annotation_id,exp_split
"a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal . 
",subjective,1,1015,subj_1015,train
"it is life affirming and heartbreaking , sweet without the decay factor , funny and sad . 
",subjective,1,2524,subj_2524,train
"who needs mind-bending drugs when they can see this , the final part of the 'qatsi' trilogy , directed by godfrey reggio , with music by philip glass ? 
",subjective,1,189,subj_189,train
"two lost couples find themselves stranded for the night in an old dark house where they are set upon by the family in residence that dabbles in murder , witchcraft , and cannibalism which are just a few of the 1 , 000+ secrets buried in the field behind their house . 
",objective,0,8325,subj_8325,train
"chris takes mitchell to an abandoned rooftop and threatens him and his mother . 
",objective,0,9134,subj_9134,train
"in the end , ted bundy's only justification is the director's common but unexplored fascination with the frustrated maniac ; there's no larger point , and little social context . 
",subjective,1,4343,subj_4343,train
"stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection . 
",subjective,1,2663,subj_2663,train
"the killer is getting closer , revealing more and more of his madness . 
",objective,0,8018,subj_8018,train
"during world war ii and the era of staunch racial segregation , a black carpenter's son named vivien thomas , who had a talent for surgery , along with a white surgeon named dr . alfred blalock , who defied the medical establishment created a partnership that changed the course of cardiac surgery . 
",objective,0,8784,subj_8784,train
"straight up : helicopters in action will take audiences on a series of aerial adventures . 
",objective,0,5028,subj_5028,train
"this amiable picture talks tough , but it's all bluster -- in the end it's as sweet as greenfingers . . . 
",subjective,1,4071,subj_4071,train
"his strengths are fish frying and stamp collecting , and he thinks magnum 45s are a type of ice cream . 
",objective,0,6132,subj_6132,train
"ultimately , the message of trouble every day seems to be that all sexual desire disrupts life's stasis . 
",subjective,1,1434,subj_1434,train
"thornton stars as a man who is free after serving 19 years for killing a teenager during an attempted robbery . 
",objective,0,8460,subj_8460,train
"one tragic night , john rescues angela from a wicked act of betrayal . 
",objective,0,5642,subj_5642,train
"character development is conveyed primarily through the combatants actions and the choices they make as they progress across their combat route . 
",objective,0,7129,subj_7129,train
"the battle results in an incident that sees one of the men re-evaluate his values in life . 
",objective,0,8612,subj_8612,train
"human resources was a good , straightforward tale , but time out is better . it's haunting . it's like a poem . 
",subjective,1,2160,subj_2160,train
"it is left to the inept johnny english ( rowan atkinson ) to try and solve who has stolen the crown jewels from the tower of london . 
",objective,0,9055,subj_9055,train
"toledo awaits on the street for the exit of ana's lover ( gustavo garz&#243 ; n ) and begins a one-of-a-kind persecution-investigation that will last the whole night , to find out , before confronting him , who is that man and where did he meet ana . 
",objective,0,7250,subj_7250,train
"he also meets yuki , a 9-year-old guitar prodigy , who could help dewey win a "" battle of the bands "" competition , which would solve his financial problems and put him back in the spotlight . 
",objective,0,8917,subj_8917,train
"accompanying them is jon's "" soulmate , "" todd , a 35-year old businessman recklessly reliving his adolescence , plus other "" circuit friends "" the boys make along the way . 
",objective,0,9586,subj_9586,train
"it's mildly amusing , but i certainly can't recommend it . 
",subjective,1,254,subj_254,train
"it's a bad action movie because there's no rooting interest and the spectacle is grotesque and boring . 
",subjective,1,3444,subj_3444,train
"a great script brought down by lousy direction . same guy with both hats . big mistake . 
",subjective,1,226,subj_226,train
"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel . 
",subjective,1,3264,subj_3264,train
"marries the amateurishness of the blair witch project with the illogic of series 7 : the contenders to create a completely crass and forgettable movie . 
",subjective,1,3403,subj_3403,train
"almost as offensive as "" freddy got fingered . "" 
",subjective,1,2054,subj_2054,train
"sandra bullock , despite downplaying her good looks , carries a little too much ain't- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . 
",subjective,1,2273,subj_2273,train
"the worst pain for him is the next 5 minutes of living . 
",objective,0,9988,subj_9988,train
"the story focuses on an ambitious young executive , amanda , who inherits a lovely b&#38 ; b on a remote island in maine when her grandmother dies . 
",objective,0,8759,subj_8759,train
" "" the brookdale institute "" is a mysterious , little known hospital for the criminally insane ( a fact which is kept on a need-to know basis ) . 
",objective,0,8202,subj_8202,train
"in 1650 , capt . jameson macaulay has decided to remarry and returns to his castle to take down his deceased wife's portrait . 
",objective,0,6237,subj_6237,train
"nora is not interested in foreign political smalltalk , she is after government secrets . 
",objective,0,7452,subj_7452,train
"boasts enough funny dialogue and sharp characterizations to be mildly amusing . 
",subjective,1,752,subj_752,train
"isabel intends for her family to go to istanbul , the only place where jews can live freely , but clara is reluctant to leave . 
",objective,0,7961,subj_7961,train
"luster is a refreshingly funny and sexy look at unrequited love . 
",objective,0,5373,subj_5373,train
"a straight-shooting family film which awards animals the respect they've rarely been given . 
",subjective,1,1569,subj_1569,train
"a dutch girl is getting sick of always losing her boyfriends , so when she loses her newest "" gain "" she decides to follow max ( her friend ) to new york where he's starting a carreer as an actor . 
",objective,0,6711,subj_6711,train
"we weave in and out of eight defective lives and go for a turbulent mental ride where lilli's reality spirals out of control and we're lead to an unforgettable climax where some fall apart and some piece themselves together . 
",objective,0,9603,subj_9603,train
"it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid . 
",subjective,1,33,subj_33,train
"instead of being the happy father-in-law , shocked jack attempts to kill himself back in las vegas as he realizes patricia's rejection . 
",objective,0,6783,subj_6783,train
"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences . 
",subjective,1,2696,subj_2696,train
"this was a time when dialogue became a new challenge . 
",objective,0,7333,subj_7333,train
"stiles takes red green and the other lodge members to court , forcing them to come up with $10 , 000 in damages in ten days - or else lose their beloved possum lodge . 
",objective,0,9152,subj_9152,train
"he has yet to break out from under his mentor's shadow until he finds a pair of love letters in the textbook that once belonged to one of his idols , a famous long dead victorian poet . 
",objective,0,6731,subj_6731,train
" "" the french came and bruoght the gun and the coyote took away the sleepiness "" . 
",objective,0,9735,subj_9735,train
"she further finds out her sister was working as a dominatrix at an unusual underground adult establishment in detroit called the playground . 
",objective,0,8369,subj_8369,train
"after a dream of a horrific car crash , kimberly helps save several people and causes another rift in death's design , but this time its different , since alex walked off the plane death's design did not only affect the survivors of flight 180 , but every single person they've come in contact with , now how will they stop it ? 
",objective,0,9449,subj_9449,train
"as a feature-length film , it wears out its welcome as tryingly as the title character . 
",subjective,1,3366,subj_3366,train
"a squad of british soldiers on training in the lonesome scottish wilderness find a wounded special forces captain and the carnaged remains of his team . 
",objective,0,6704,subj_6704,train
"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull . 
",subjective,1,1842,subj_1842,train
"absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way . 
",subjective,1,1417,subj_1417,train
"remember when bond had more glamour than clamor ? no more . 
",subjective,1,4707,subj_4707,train
"seymour 'sy' parrish has been doing photo development for 20 years . 
",objective,0,8330,subj_8330,train
"dr . david gale , an advocate of eliminating the death penalty , is falsely accused of rape and murder . 
",objective,0,7248,subj_7248,train
"will these four be able to move on with their lives and accept the fact that it's time to start acting their age ? 
",objective,0,9038,subj_9038,train
"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . 
",subjective,1,919,subj_919,train
"long before the first exorcist , we are taken to the birth of the demon pazuzu , and follow him through his life , eventually bringing us to the middle east where he waits for a victim to use as a vehcile to destroy the world with . 
",objective,0,8744,subj_8744,train
"an inelegant combination of two unrelated shorts that falls far short of the director's previous work in terms of both thematic content and narrative strength . 
",subjective,1,4005,subj_4005,train
"in the 1870s , jacobina , daughter of german immigrants to southern brazil , starts to break with both the catholic and lutheran churches to preach body healing through soul cleansing . 
",objective,0,6572,subj_6572,train
"like all abstract art , the film does not make this statement in an easily accessible way , and -- unless prewarned -- it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all . 
",subjective,1,1623,subj_1623,train
"years after escaping to the wastelands outside the city , claire , one of the few people left who is not an addict , returns looking for the one man who still matters to her . 
",objective,0,5432,subj_5432,train
"as shaky as the plot is , kaufman's script is still memorable for some great one-liners . 
",subjective,1,2164,subj_2164,train
"an excellent chance to learn more about one of rock and roll's most significant bands and the struggle for freedom in the communist world . 
",subjective,1,4868,subj_4868,train
"although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch . 
",subjective,1,2007,subj_2007,train
"[t]his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . 
",subjective,1,1694,subj_1694,train
"life is not easy when you are called aksel and you're a danish kid who loves meatballs . 
",objective,0,9576,subj_9576,train
" . . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report . 
",subjective,1,2438,subj_2438,train
"the film makes strong arguments regarding the social status of america's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get . 
",subjective,1,4651,subj_4651,train
"about schmidt is undoubtedly one of the finest films of the year . if you're not deeply touched by this movie , check your pulse . 
",subjective,1,2728,subj_2728,train
"can the elderly and feeble mccaleb , who had intended to spend his retirement living on his boat in the los angeles harbor , and who can't drive , and has to nap regularly , muster up the endurance to find the killer ? 
",objective,0,7951,subj_7951,train
"desmond doyle is devastated when his wife abandons their family on the day after christmas . 
",objective,0,8267,subj_8267,train
"it's a much more emotional journey than what shyamalan has given us in his past two movies , and gibson , stepping in for bruce willis , is the perfect actor to take us on the trip . 
",subjective,1,2566,subj_2566,train
"especially when you would much rather want to be one of the cool muslim boys who wears those golden necklages and say cool stuff in arabian . 
",objective,0,9136,subj_9136,train
"his peace is shattered in august 1947 , however , when india is granted independence . 
",objective,0,9899,subj_9899,train
"as a young man , walter t . shaw jr . saw his father go unaccredited for his remarkable work and set out on his ironically celebrated career in crime . 
",objective,0,5928,subj_5928,train
"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . 
",subjective,1,2074,subj_2074,train
"now the lives of these alberta everymen are brought to the big screen by documentarian ferral mitchener in an exploration of the depths of friendship , the fragility of life , growing up gracefully and the art and science of drinking beer like a man . 
",objective,0,9791,subj_9791,train
"the most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from portugal . 
",subjective,1,203,subj_203,train
"one of the friends is a dress designer and provides him the artist's clothes and imported cars are provided to him to enjoy life . 
",objective,0,5106,subj_5106,train
"jason must get back , therefore he gets a new and unique mask , and goes after the kids of elm street . 
",objective,0,6431,subj_6431,train
"after military service in the gulf war and the former yugoslavia , he returned to his inner city neighborhood to teach at the toughest school in town . 
",objective,0,8810,subj_8810,train
"fresh from a series of emotional traumas , allison is distrustful and not so easily rescued , though over a period of two days she comes to regard her idealization of dylan as a last opportunity for security and happiness . 
",objective,0,6579,subj_6579,train
"a sly female empowerment movie , although not in a way anyone would expect . 
",subjective,1,2148,subj_2148,train
"ultimately , jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with . 
",subjective,1,4466,subj_4466,train
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there . 
",subjective,1,4915,subj_4915,train
"for anyone who cares about the future of america , it's required viewing . 
",subjective,1,3414,subj_3414,train
"this is mostly well-constructed fluff , which is all it seems intended to be . 
",subjective,1,1964,subj_1964,train
"they say sooner or later all love stories will end ; now &#38 ; forever is the exception . . . 
",objective,0,6034,subj_6034,train
"one thing has been made very clear -- being john malkovich wasn't a fluke . 
",subjective,1,4673,subj_4673,train
"it is zuckerman who stumbles upon silk's secret and sets out to reconstruct the unknown biography of this eminent , upright man , esteemed as an educator for nearly all his life , and to understand how this ingeniously contrived life came unraveled . 
",objective,0,6408,subj_6408,train
"son of the bride manages to be affectionate without drawing too deeply from a well of sugar and schmaltz . 
",subjective,1,3110,subj_3110,train
"although it's a bit smug and repetitive , this documentary engages your brain in a way few current films do . 
",subjective,1,4236,subj_4236,train
"obviously a socialist commentary , poets is in turn informative , witty and thought-provoking . 
",objective,0,6009,subj_6009,train
"directed by rob bowman ( "" the x-files "" ) , "" reign of fire "" fuses a medieval past with a post-apocalyptic future in this exciting tale of adventure and survival . 
",objective,0,5518,subj_5518,train
"empire can't make up its mind whether it wants to be a gangster flick or an art film . it doesn't work as either . 
",subjective,1,1652,subj_1652,train
"the girl's lover thinks she's been kidnapped , and goes looking for her . 
",objective,0,9404,subj_9404,train
"no amount of good acting is enough to save oleander's uninspired story . 
",subjective,1,2393,subj_2393,train
"and the detective isn't convinced that this will be the last . . . 
",objective,0,6715,subj_6715,train
"casting its gaze on painting masterworks and thousands of jewel-encrusted , elaborately costumed extras , russian ark is like nothing you've ever seen . 
",subjective,1,394,subj_394,train
"as they make their way to the city from suburban pennsylvania , april must endure a comedy of errors - like finding out her oven doesn't work - in order to pull off the big event . 
",objective,0,8995,subj_8995,train
"the talented and clever robert rodriguez perhaps put a little too much heart into his first film and didn't reserve enough for his second . 
",subjective,1,1481,subj_1481,train
"boromir ( sean bean ) is dead , frodo baggins ( elijah wood ) and samwise gamgee ( sean astin ) have gone to mordor alone to destroy the one ring , merry ( dominic monaghan ) and pippin ( billy boyd ) have been captured by the uruk-hai , and aragorn ( viggo mortensen ) , legolas ( orlando bloom ) , and gimli ( john rhys-davies ) have made friends of the rohan , a race of humans that are in the path of the upcoming war , led by its aging king , th&#233 ; oden ( bernard hill ) . 
",objective,0,5357,subj_5357,train
"we follow the wacky exploits of the town's inhabitants from sassy saloon girls and amazonian behemoth parrots to hypnotist dentists and 400-pound tooth fairies . 
",objective,0,7530,subj_7530,train
"a crackerjack genre piece ; what panic room aims for it accomplishes with deadly precision and edge-of-your-seat mastery . 
",subjective,1,4539,subj_4539,train
"if it were any more of a turkey , it would gobble in dolby digital stereo . if nothing else , "" rollerball "" 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j . 
",subjective,1,2094,subj_2094,train
"depressingly thin and exhaustingly contrived . only masochistic moviegoers need apply . 
",subjective,1,521,subj_521,train
"raj has always had a unrequited childhood crush on a friend named tina , but tina's best friend pooja has always had a crush on raj . 
",objective,0,7679,subj_7679,train
"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery
",subjective,1,347,subj_347,train
"a creepy , intermittently powerful study of a self-destructive man . . . about as unsettling to watch as an exploratory medical procedure or an autopsy . 
",subjective,1,4664,subj_4664,train
"to worsen things , during the holidays aksel gets teamed up with the two girls , fatima and annika , to perform a song to the local youth club's song contest , melodi grand prix . 
",objective,0,6904,subj_6904,train
"a remarkable 179-minute meditation on the nature of revolution . 
",subjective,1,516,subj_516,train
"what if hitler didn't die in berlin at the end of the war ? 
",objective,0,9459,subj_9459,train
"you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club . 
",subjective,1,4251,subj_4251,train
"this backfires when katie innocently reagles her school with her inside knowledge of carnal pleasures . 
",objective,0,9624,subj_9624,train
"all in all , it's a pretty good execution of a story that's a lot richer than the ones hollywood action screenwriters usually come up with on their own . 
",subjective,1,1549,subj_1549,train
"genuine movie magic . . . it transports you to a place somewhere between eavesdropping voyeur and silent referee . 
",subjective,1,866,subj_866,train
"but things are not always what they may look like . 
",objective,0,9186,subj_9186,train
"a captivating and intimate study about dying and loving . . . 
",subjective,1,1857,subj_1857,train
"underachieves only in not taking the shakespeare parallels quite far enough . 
",subjective,1,3775,subj_3775,train
"even on those rare occasions when the narrator stops yammering , miller's hand often feels unsure . 
",subjective,1,2553,subj_2553,train
"without september 11 , collateral damage would have been just another bad movie . now it's a bad , embarrassing movie . 
",subjective,1,2231,subj_2231,train
"how can neil and stevie get out of their mistaken marriages and into each others arms ? 
",objective,0,9462,subj_9462,train
"even if the world doesn't see things the way [michael moore] does , his questions are worth asking .  and bowling for columbine benefits from his iconoclastic zeal . 
",subjective,1,139,subj_139,train
"this gorgeous epic is guaranteed to lift the spirits of the whole family . 
",subjective,1,1047,subj_1047,train
"' . . . the film's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '
",subjective,1,3519,subj_3519,train
"it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious . 
",subjective,1,2570,subj_2570,train
"she doesn't want christina to suffer as she has , so sam goes to the edge to try to save the life of this lost girl - whether she wants to be saved or not . 
",objective,0,7607,subj_7607,train
"and while bruce is getting everything he wants , he has been ignoring his girlfriend , grace and loses her . 
",objective,0,9135,subj_9135,train
"'loosely based on a true love story' is a romantic comedy starring kate hudson as emma and luke wilson as alex . alex is an author whose writer's block and gambling debts have landed him in a jam . 
",objective,0,6203,subj_6203,train
"during the course of the story we also learn that his father died at age 40 ; and now , as jones approaches his 40th birthday , he suffers from "" survivor's guilt . "" 
",objective,0,5761,subj_5761,train
"não encanta como 'o rei leão' nem diverte como 'a nova onda do imperador' , mas ao menos não cansa como 'atlantis : o reino perdido' . 
",subjective,1,4479,subj_4479,train
"for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride . 
",subjective,1,2027,subj_2027,train
"while there , the elder man falls in love with the mom ( keaton ) . 
",objective,0,6292,subj_6292,train
"max plays it cool as he infiltrates beno's palace stronghold in the steamy jungle of the yucatan . 
",objective,0,8986,subj_8986,train
"the director films a story of an immigrant actor who struggles with his religious and sexual identity in the new land . 
",objective,0,7595,subj_7595,train
"it's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it's well worth a rental . 
",subjective,1,3799,subj_3799,train
"tartakovsky's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality . 
",subjective,1,1482,subj_1482,train
"[reynolds] takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . 
",subjective,1,4864,subj_4864,train
"a surreal fairy tale that coils in on itself like a slow-motion whirlpool and achieves an atmosphere of sublime creepiness without ever precisely making sense . 
",subjective,1,1801,subj_1801,train
"swims in mediocrity , sticking its head up for a breath of fresh air now and then . 
",subjective,1,941,subj_941,train
"rarely has so much money delivered so little entertainment . 
",subjective,1,4713,subj_4713,train
"these movies were the first adult movies , most of them were made in order to explain how sex works to unexperimented young men before their first relation with a prostitute . . . 
",objective,0,5999,subj_5999,train
"succumbs to the same kind of maudlin , sentimental mysticism that mars the touched by an angel school of non-god spiritual-uplift movies . 
",subjective,1,3218,subj_3218,train
"the moral is not too original , but the offbeat characters certainly are . 
",subjective,1,684,subj_684,train
"a powerful , compelling and intelligent if imperfect work . . . a film of enormous ambition which realizes its aims more often than not . 
",subjective,1,1963,subj_1963,train
"all hell breaks loose when otis tries to help mark outwit his sleazy bookie , setting into play a strange turn of events . 
",objective,0,9685,subj_9685,train
"suddenly , going to church becomes much more appealing . 
",objective,0,8495,subj_8495,train
"half of it is composed of snappy patter and pseudo-sophisticated cultural observations , while the remainder . . . would be more at home on a daytime television serial . 
",subjective,1,323,subj_323,train
"now the inmates are retaliating , with seagal and ja rule leading them . 
",objective,0,6737,subj_6737,train
"even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it's waltzed itself into the art film pantheon . 
",subjective,1,2387,subj_2387,train
"the lead character of bruce is a tribute to the late great martial arts legend and portrays many of the stereotypical characteristics and ideosyncrasies that distinguished his illustrious career . 
",objective,0,7565,subj_7565,train
"a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board . 
",subjective,1,3014,subj_3014,train
"when a harvard-educated cia agent is killed during an operation , the secret agency recruits his twin brother ( chris rock ) , an african-american street-wise hustler with no idea what's coming for him . 
",objective,0,9631,subj_9631,train
"john takes off , his trust in the system diminishing rapidly . 
",objective,0,7510,subj_7510,train
"in the early years , mitra is repeatedly punished as the warden tries to break her . 
",objective,0,6018,subj_6018,train
"matt lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth . 
",objective,0,8804,subj_8804,train
"the movie just has too much on its plate to really stay afloat for its just under ninety minute running time . 
",subjective,1,1883,subj_1883,train
"i'm not sure which half of dragonfly is worse : the part where nothing's happening , or the part where something's happening , but it's stupid . 
",subjective,1,296,subj_296,train
"the feeling of each vision changes drastically as does the way the son looks and acts . 
",objective,0,6189,subj_6189,train
"a must see for all sides of the political spectrum
",subjective,1,2006,subj_2006,train
"audiences are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching , but otherwise the production is suitably elegant . 
",subjective,1,1334,subj_1334,train
"along the way , the filmmakers try to learn from these relationship veterans , while navigating their own fledgling polyamorous relationships . 
",objective,0,8073,subj_8073,train
" "" the dangerous lives of altar boys "" has flaws , but it also has humor and heart and very talented young actors
",subjective,1,2529,subj_2529,train
"you've seen it before : the ex-con who stumbles while striving to assimilate back into society . but writer-director joe maggio and his able cast makes you care about this man's sorry journey in virgil bliss . 
",subjective,1,3269,subj_3269,train
"sharing the clink with velma , are a collection of other sly females , all awaiting trial for the murders of their own partners . 
",objective,0,8220,subj_8220,train
"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions . 
",subjective,1,1026,subj_1026,train
"the characters search for meaning in capricious , even dangerous sexual urges . the irony is that the only selfless expression of love may be the failure to consummate it . 
",subjective,1,570,subj_570,train
"[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels . 
",subjective,1,4671,subj_4671,train
"not everything in the film works , including its somewhat convenient ending . 
",subjective,1,4273,subj_4273,train
"sassy postgrad elle woods ( witherspoon ) is all about animal rights . 
",objective,0,5423,subj_5423,train
"thanks to scott's charismatic roger and eisenberg's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . 
",subjective,1,4825,subj_4825,train
"how has the "" excitement "" of the 70's turned into the "" blandness "" of today ? 
",objective,0,6060,subj_6060,train
"watching possession is a movie experience not much deeper than you'd get on your couch watching masterpiece theater or mystery ! -- pleasant enough , but oh so soft . 
",subjective,1,4239,subj_4239,train
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . 
",subjective,1,2447,subj_2447,train
"a subtle , humorous , illuminating study of politics , power and social mobility . 
",subjective,1,321,subj_321,train
"what blood work lacks in speed and surprise it almost makes up for in doughty professionalism . 
",subjective,1,3448,subj_3448,train
"but now , hogwarts students are strangely being turned into stone . 
",objective,0,7868,subj_7868,train
"sadly , 'garth' hasn't progressed as nicely as 'wayne . '
",subjective,1,968,subj_968,train
"they are then late for the train and have to ride it to school . 
",objective,0,6748,subj_6748,train
"an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding . 
",subjective,1,1236,subj_1236,train
"years later , on a hunting trip in the maine woods , they are overtaken by a blizzard , a vicious storm in which something much more ominous moves . 
",objective,0,5058,subj_5058,train
"despite its shortcomings , girls can't swim represents an engaging and intimate first feature by a talented director to watch , and it's a worthy entry in the french coming-of-age genre . 
",subjective,1,2125,subj_2125,train
"they don't see eye-to-eye on clothes , hair , music , and certainly not in each other's taste in men . 
",objective,0,6778,subj_6778,train
"kidd deals with lust and egoism the way a surgeon is interested in a tumor . he exposes ugly attitudes but maintains compassion for his mean-spirited subject . 
",subjective,1,405,subj_405,train
"most new movies have a bright sheen . some , like ballistic , arrive stillborn . . . looking like the beaten , well-worn video box cover of seven years into the future . 
",subjective,1,1583,subj_1583,train
"perhaps it's cliche to call the film 'refreshing , ' but it is . 'drumline' shows a level of young , black manhood that is funny , touching , smart and complicated . 
",subjective,1,2102,subj_2102,train
"though shiri's eruptions of violence , mayhem and gunplay are every bit as kinetic and dazzling as anything generated in hong kong or hollywood , the film's primary focus is always on its characters . 
",subjective,1,3827,subj_3827,train
"tonight there's a dancing competition at the hottest salsa restaurant in copenhagen . 
",objective,0,9367,subj_9367,train
"when a chinese rebel murders chon's estranged father and escapes to england , chon and roy make their way to london with revenge on their minds . 
",objective,0,7974,subj_7974,train
"however both amerika and zed get more than they bargained for when the carpet cleaners carry out their diabolical plan . 
",objective,0,5489,subj_5489,train
"torn between his father's dream of making a hospital ( which he can realize by marrying sonia ) and his own personal emotions for dr . neha , akash has to choose either . 
",objective,0,6401,subj_6401,train
"only the charm and attractiveness of the cast keeps this movie from the remainder bin . 
",subjective,1,2522,subj_2522,train
"after being handcuffed to new york city's 'a' train by his prep school friends ( keith , perabo , hayward ) , young karim ( mehta ) is forced to ride all the way to the last stop , far rockaway . 
",objective,0,6861,subj_6861,train
"the fortune-teller's mentally retarded nephew , who comes to hear the prophesy , follows the girl . 
",objective,0,8066,subj_8066,train
"the lover literally searches the ends of the earth , the possessed child follows in the hopes that the lover will lead him to his quarry . 
",objective,0,8871,subj_8871,train
"the hours makes you examine your own life in much the same way its characters do , and the experience is profound . the hours is what movies are supposed to be . . . 
",subjective,1,587,subj_587,train
"going from worst to first , the team makes it to state , and jim is forced to live up to his end of the deal . 
",objective,0,7849,subj_7849,train
"certainly not a good movie , but it wasn't horrible either . 
",subjective,1,4276,subj_4276,train
"while other kids buy into countless hours of studying just so they can get a mark in some teacher's report book , handsome davis sees it as nothing more than a system of control over your mind . 
",objective,0,5130,subj_5130,train
"a timeless , coming of age story set against the epic , sweeping landscape of north africa . 
",objective,0,9035,subj_9035,train
"while treating a homicide detective for smoking , hypnotherapist michael strother has a telepathic vision of a young girl floating beneath the surface of a stream . 
",objective,0,5265,subj_5265,train
"his father and brother are dead for so many years . 
",objective,0,5193,subj_5193,train
"nearly 75 years after the fact , the matter still hasn't given up all its secrets , but denis' film comes close to a definitive , deeply disturbing account . 
",subjective,1,1943,subj_1943,train
"there is only one drawback , the sorceress and the priestess are sisters . 
",objective,0,6868,subj_6868,train
"they call themselves d . e . b . s . 
",objective,0,5064,subj_5064,train
"the girls want to do a girly pop song , and the entire jury panel consist of muslim boys ! 
",objective,0,9790,subj_9790,train
"labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other . something for everyone . 
",subjective,1,2178,subj_2178,train
"otis wants to relive the old days , mark doesn't . 
",objective,0,5349,subj_5349,train
"it's so devoid of joy and energy it makes even jason x . . . look positively shakesperean by comparison . 
",subjective,1,613,subj_613,train
"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve . 
",subjective,1,2764,subj_2764,train
"but can it succeed against a seemingly stronger terminator ? 
",objective,0,8894,subj_8894,train
"the time constraints of his job prevent him from spending time with his family and friends . 
",objective,0,6832,subj_6832,train
"hellbent on vengence , jason renews his bloodbath in pursuit of personally slaughtering krueger , and anyone else in his path . 
",objective,0,9914,subj_9914,train
"but with tess's wedding coming on saturday , the two have to find a way to switch back - and fast . 
",objective,0,7071,subj_7071,train
"that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed . 
",subjective,1,374,subj_374,train
"but seemingly coming to her rescue is isabelle ( tina krause ) , a mysterious and voluptuous woman who offers her food and shelter . 
",objective,0,8522,subj_8522,train
"'the count of monte cristo' is a remake of the alexander dumas tale by the same name . 
",objective,0,8331,subj_8331,train
"provides the kind of 'laugh therapy' i need from movie comedies -- offbeat humor , amusing characters , and a happy ending . after seeing 'analyze that , ' i feel better already . 
",subjective,1,13,subj_13,train
"passionada is the story of three generations of portuguese women in the fishing community of new bedford , ma . 
",objective,0,5361,subj_5361,train
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units . 
",subjective,1,314,subj_314,train
"the film follows 17-year-old cassandra mortmain ( romola garai ) , and the fortunes of her eccentric family , struggling to survive in a decaying english castle . 
",objective,0,6720,subj_6720,train
"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '
",subjective,1,1083,subj_1083,train
"the girl he wanted to run away with and share the rest of his life . 
",objective,0,6984,subj_6984,train
"but for rachel , this love stirs not only untested emotions , but forces her to confront her past . 
",objective,0,6580,subj_6580,train
