doc_id,document,query,label,annotation_id,label_id,exp_split
1363174,"Those findings, published in today's Journal of the American Medical Association, are the latest bad news about estrogen-progestin therapy.","The findings, published Tuesday in the Journal of the American Medical Association, were the latest bad news about estrogen-progestin therapy.
",1,1363174_1362840,paraphrase,train
1741477,A view of the devastation left behind when a man drove his car through a crowded farmers market in Santa Monica on Wednesday.,"The body of a victim lies under a yellow tarp in front of a car that plowed through a crowded farmers market in Santa Monica.
",0,1741477_1742080,semantic equivalence,train
2635090,Experts said the case marks one of the first times in which a parent was charged with contributing to a child's suicide.,"Legal experts say the case may mark the first time a parent has been convicted of contributing to a child's suicide.
",1,2635090_2635234,paraphrase,train
885963,An amendment to remove the exemption for the state-sanctioned sites failed on a much closer 237-186 vote.,"An amendment to remove such protections failed by a vote of 186 to 237.
",1,885963_886113,paraphrase,train
1367262,The AP quotes a local policeman as saying the British troops were targeted by townspeople angry over civilian deaths during a demonstration yesterday in the town of Majar Al-Kabir.,"Associated Press quotes a local policeman as saying that the British troops were targeted by townspeople angry over civilian deaths during an earlier demonstration in the town of Majar al-Kabir.
",1,1367262_1366598,paraphrase,train
144649,"Baer said he had concluded that lawyers for the two victims ""have shown, albeit barely ... that Iraq provided material support to bin Laden and al-Qaeda"".","Judge Harold Baer concluded Wednesday that lawyers for the two victims ""have shown, albeit barely ... that Iraq provided material support to bin Laden and al-Qaida.""
",1,144649_144855,paraphrase,train
1311944,"Mayor Michael R. Bloomberg said yesterday that the men's behavior ""was a disgrace, and totally inappropriate for city employees.""","Mayor Bloomberg said the ""behavior of the people in question was a disgrace and totally inappropriate for city employees.""
",1,1311944_1312142,paraphrase,train
1904549,"Right now, only six states do: Arkansas, Michigan, Minnesota, New Jersey, Virginia, and Wisconsin.","Manuals produced by only six states _ Arkansas, Michigan, Minnesota, New Jersey, Virginia and Wisconsin _ now have such sections.
",1,1904549_1904949,paraphrase,train
816832,Mr. Brendsel is expected to remain with the Freddie Mac Foundation.,"Freddie expects Brendsel to continue serving as chair of the Freddie Mac Foundation.
",1,816832_816868,paraphrase,train
2480058,"They also are reshaping the retail business relationship elsewhere, as companies take away ideas and practices that change how they do business in their own firms and with others.","They also are reshaping the retail-business relationship, as companies take away concepts and practices that change how they do business internally and with others.
",1,2480058_2479942,paraphrase,train
2594777,"The technology-laced Nasdaq Composite Index .IXIC rose 39.39 points, or 2.2 percent, to 1,826.33, after losing more than 2 percent on Tuesday.","The blue-chip Dow Jones industrial average .DJI jumped 194.14 points, or 2.09 percent, to 9,469.20 after sinking more than 1 percent a day earlier.
",0,2594777_2594743,semantic equivalence,train
532804,"Frank Quattrone, the former Credit Suisse First Boston technology investment-banking guru, reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.","NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.
",1,532804_532661,paraphrase,train
544327,"It is the fifth such election in Iraq, after the northern city of Mosul and three cities in Iraq's south.","Other elections have taken place in the northern city of Mosul and three cities in Iraq's south.
",1,544327_544219,paraphrase,train
722149,It said a civil complaint by the Securities and Exchange Commission is expected as well.,"Stewart also faces a separate investigation by the Securities and Exchange Commission.
",1,722149_721936,paraphrase,train
2123788,"""This individual's lawyers are trying to obtain from the court a free pass to download or upload music online illegally.""","""Her lawyers are trying to obtain a free pass to download or upload music on-line illegally.
",1,2123788_2123881,paraphrase,train
968474,"The 30-year bond US30YT=RR firmed 26/32, taking its yield to 4.17 percent, after hitting another record low of 4.16 percent.","The 30-year bond US30YT=RR firmed 14/32, taking its yield to 4.19 percent from 4.22 percent.
",0,968474_968105,semantic equivalence,train
2968158,"The shooter ran away, police said, eluding an officer who gave chase.","Police said the shooter ran away from an officer who chased him, and still was being sought Thursday night.
",0,2968158_2968212,semantic equivalence,train
1959733,"But SCO has hit back, saying: ""We view IBM's counterclaim filing today as an effort to distract attention from its flawed Linux business model.","In a statement, an SCO spokeman said, ""We view IBM's counterclaim filing today as an effort to distract attention from its flawed Linux business model.
",1,1959733_1960031,paraphrase,train
994934,Helicopters hovered over al-Khalidiya into the early hours of Sunday.,"Helicopters hovered throughout the day over the Al-Khalidiya neighborhood where the raid took place.
",1,994934_994692,paraphrase,train
2500633,"If Walker appeals Parrish's ruling, it would stop the extradition process and could take several months, Rork said.","The appeal would stop the extradition process and could take several months, Rork said.
",1,2500633_2500732,paraphrase,train
2828314,"Boykin’s also referred to Islamist fighters as America’s “spiritual enemy” that, “will only be defeated if we come against them in the name of Jesus”.","Our ""spiritual enemy,"" Boykin continued, ""will only be defeated if we come against them in the name of Jesus.""
",1,2828314_2828036,paraphrase,train
753887,The first vulnerability is a buffer overrun that results from IE's failure to properly determine an object type returned from a Web server.,"First up, Microsoft said a buffer overrun vulnerability occurs because IE does not properly determine an object type returned from a Web server.
",1,753887_753925,paraphrase,train
3320834,"""To make sure that we avoided any perception of wrongdoing, we are not co-mingling appropriated and non-appropriated funds (from Congress),"" said Faletti.","""To make sure that we avoided any perception of wrongdoing, we are not comingling appropriated and nonappropriated funds [from Congress],"" said Faletti.
",1,3320834_3320891,paraphrase,train
98431,"In Falluja on Thursday, two grenades were thrown at soldiers from the Third Armored Cavalry Regiment, wounding seven.","In Al-Fallujah, two grenades were thrown Thursday at soldiers from the 3rd Armored Cavalry Regiment, wounding seven, none seriously.
",1,98431_98656,paraphrase,train
1888279,"Prince Saud said, ""The Kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of September 11, 2001.""","""The kingdom of Saudi Arabia has been wrongfully and morbidly accused of complicity in the tragic terrorist attacks of Sept. 11, 2001,"" he said.
",1,1888279_1887736,paraphrase,train
3179086,"""If the voluntary reliability standards were complied with, we wouldn't have had a problem.""","""If the voluntary reliability standards had been complied with, we wouldn't have had a problem,"" Mr. Dhaliwal said.
",1,3179086_3179247,paraphrase,train
817767,"China accounted for about 14 percent of Motorola's sales last year, and the company has large manufacturing operations there.","China accounted for 14% of Motorola's 26.7 billion in sales last year.
",0,817767_818075,semantic equivalence,train
2426433,"Shares of MONY were gaining 2.57, or 9%, to 31.90 in after-hours trading on Instinet.","MONY shares rose 8.76 per cent to 31.90 in after-hours trading in New York.
",1,2426433_2426378,paraphrase,train
41036,"Founded in 1996, the LendingTree exchange consists of more than 200 banks, lenders, and brokers.","LendingTree matches borrowers via the Internet with more than 200 mortgage brokers, banks and other lenders.
",0,41036_41207,semantic equivalence,train
1802451,Houston fourth-graders also performed similarly to national peers in writing.,"""New York City and Houston fourth-graders were at the national average in writing.
",0,1802451_1802621,semantic equivalence,train
3049097,If achieved it would represent an increase of 10 per cent from the same quarter a year ago.,"That would represent an increase of some 10 per cent from the year before, it added.
",1,3049097_3049174,paraphrase,train
352111,It cut taxes while balancing the budget for three years and reduced Europe's second highest per capita national debt.,"It cut taxes while still balancing the budget for three years and bringing down Europe's highest national debt as a proportion of gross domestic product after Italy.
",0,352111_352127,semantic equivalence,train
316781,"""We continue to work with the Saudis on this, but they did not, as of the time of this tragic event, provide the additional security we requested.""","""But they did not, as of the time of this particular tragic event, provide the security we had requested,"" Mr Jordan said.
",0,316781_316726,semantic equivalence,train
1729777,"In the second quarter last year, the company experienced a net loss of 185 million, or 54 cents a share, on sales of 600 million.","The company posted a net loss of 185 million, or 54 cents per share, in the year-earlier period, it said in a statement Wednesday.
",1,1729777_1729703,paraphrase,train
659434,"We don't know if any will be SARS,"" said Dr. James Young, Ontario's commissioner of public safety.","""We're being hyper-vigilant,"" said Dr. James Young, Ontario's commissioner of public safety.
",0,659434_659543,semantic equivalence,train
1144181,"We need a certifiable pay as you go budget by mid-July or schools wont open in September, Strayhorn said.","Texas lawmakers must close a 185.9 million budget gap by the middle of July or the schools wont open in September, Comptroller Carole Keeton Strayhorn said Thursday.
",1,1144181_1144125,paraphrase,train
2009781,"In 1995, Schwarzenegger expanded the program nationwide to serve 200,000 children in 15 cities, most who come from housing projects or homeless shelters.","In 1995, Schwarzenegger expanded the program nationwide to 15 cities, serving 200,000 children, most of whom come from housing projects or homeless shelters.
",1,2009781_2009643,paraphrase,train
1657933,"A spokesman said: ""Further testing is under way but at this stage, given the early detection, the outlook is positive.""","""Further testing is still under way, but at this stage, given the early detection, the outlook in such instances would be positive,"" the specialist said yesterday.
",1,1657933_1657875,paraphrase,train
908371,"Except for a few archaic characteristics, they are as recognizable as Hamlet's poor Yorick.","Except for a few archaic characteristics, the skulls are readily recognizable.
",1,908371_908485,paraphrase,train
3391807,"He is a brother to three-year-old Mia, from Kate's first marriage, to film producer Jim Threapleton.","Winslet, 28, has a three-year-old daughter Mia by her first husband, British film producer Jim Threapleton.
",0,3391807_3391585,semantic equivalence,train
390669,"Only two other countries, Germany and the Dominican Republic, have publicly expressed reservations, and Germany has since said it will sign it.","Only two other countries, the Dominican Republic and Germany, publicly expressed reservations about the treaty, and Germany has since said it will support the pact.
",1,390669_390518,paraphrase,train
1786751,The settlement includes 4.1 million in attorneys' fees and expenses.,"Plaintiffs' attorneys would get 4.1 million of the settlement.
",1,1786751_1786721,paraphrase,train
2634670,"It reports a mailing list of 50,000 and support from about 500 congregations and 50 bishops.","The group has the support of about 215 churches and an estimated 25 bishops.
",0,2634670_2634777,semantic equivalence,train
2396402,"Dick is going to be there as long as Dick wants to be there,"" Reuters reports Langone as saying.","""Dick is going to be there as long as Dick wants to be there.""
",1,2396402_2396167,paraphrase,train
2224083,The state has received 19 entries in a competition for a World Trade Center Memorial and is working with families of victims to select a winner.,"The state has received 19 entries in that competition and is working with families of victims to select a winner.
",1,2224083_2223824,paraphrase,train
3331063,"However, John Clare, chief executive of the Dixons Group, expressed his disappointment.","John Clare, Dixons chief executive, objected to the Commission's findings.
",1,3331063_3330996,paraphrase,train
3356730,"""The same three Response Team members also met with Monsignor Grass, who while manifestly repentant, admitted that the allegations were true.","""Monsignor Grass ... while manifestly repentant, admitted that the allegations were true,"" the statement said.
",0,3356730_3356964,semantic equivalence,train
2594785,"U.S. manufacturing growth expanded for the third straight month in September but at a slower pace, according to a report released shortly after the opening bell.","US manufacturing grew for the third consecutive month in September, but at a slower rate than in previous months, according to a survey released Wednesday.
",1,2594785_2594802,paraphrase,train
2560775,"Microsoft has described the technology as ""a brand new client platform for building smart, connected, media rich applications in Longhorn.""","Microsoft calls it: ""A brand new client platform for building smart, connected, media-rich applications in Longhorn.""
",1,2560775_2560832,paraphrase,train
1738026,"But for more than a century, an untold amount of money intended for some of the nation's poorest residents was lost, stolen or never collected.","For more than a century, an undetermined amount of money was lost, stolen, or never collected.
",0,1738026_1737931,semantic equivalence,train
2983733,It is rare for a legal challenge to occur before a bill becomes law.,"Experts say legal challenges are rare before a bill becomes law.
",1,2983733_2983954,paraphrase,train
3150046,"St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the combined company.","Jay Fishman, 51, chairman and chief executive of St Paul, will be chief executive of the combined company.
",1,3150046_3150090,paraphrase,train
1166934,"There are now 37 active probable cases in the GTA, compared with 70 cases on June 6.","And, globally, the number of active probable cases has declined to 573.
",0,1166934_1166943,semantic equivalence,train
2983756,The constitutionality of outlawing partial birth abortion is not an open question.,"Defenders of the partial birth abortion ban downplayed the legal challenges.
",0,2983756_2983898,semantic equivalence,train
1330508,"""It should have reported that it was sailing with an atomic bomb cargo,"" Anomeritis said, referring to the quantity of explosives on board.","""It should have declared that it was sailing with a cargo that was like an atomic bomb,"" said Anomeritis.
",1,1330508_1330636,paraphrase,train
799342,"Mr. Bergonzi was the finance chief from 1995 until his departure in 1999, and was intimately involved in the alleged scheme to pump up Rite Aid's earnings.","Mr. Bergonzi was the chief financial officer from 1995 until his departure, and was intimately involved in many of the alleged schemes to pump up Rite Aid's earnings.
",1,799342_799270,paraphrase,train
1257219,"The Aspen Fire had charred more than 12,400 acres by today on Mount Lemmon just north of Tucson, and more than 250 homes had been destroyed.","The fire has so far charred 11,400 acres on Mount Lemmon just north of Tucson, and more than 250 homes have been destroyed.
",1,1257219_1257412,paraphrase,train
430306,They said he would be open to letting that license go to the city of Chicago.,"Schafer said the governor would be open to offering that last license for a riverboat in Chicago.
",1,430306_430336,paraphrase,train
3256259,"It argued that such access ""is not required by domestic or international law and should not be treated as a precedent.""","The Pentagon statement said that allowing Hamdi access to a lawyer ""is not required by domestic or international law and should not be treated as a precedent.""
",1,3256259_3256410,paraphrase,train
1549140,"The male eagle was found by a zookeeper early Thursday, suffering from severe puncture wounds in his abdomen.","The 21-year-old eagle, found by a zookeeper early Thursday, had severe puncture wounds to his abdomen and back, spokeswoman Julie Mason said.
",1,1549140_1549120,paraphrase,train
1267764,He served as a marine in the Second World War and afterward began submitting articles to magazines.,"After serving as a marine in World War II, he began submitting articles to magazines.
",1,1267764_1267499,paraphrase,train
2054395,The Legislature on Wednesday sent Gov. Jeb Bush a bill it hopes will lower malpractice insurance rates and keep doctors from limiting their practices or moving out of state.,"The Legislature on Wednesday approved a bill that caps damages received by medical malpractice plaintiffs in the hopes it will lower insurance rates and help the state retain doctors.
",0,2054395_2054436,semantic equivalence,train
622377,"In Taiwan, the capital's mayor and other officials handed out free thermometers in a islandwide ``take-your-temperature'' campaign Sunday, amid evidence that containment efforts were also paying off.","In Taiwan, officials handed out free thermometers in an island-wide ``take-your-temperature'' campaign amid signs containment efforts were paying off.
",1,622377_622296,paraphrase,train
3374201,Lawtey is not the first faith-based program in Florida's prison system.,"But Lawtey is the first entire prison to take that path.
",0,3374201_3374248,semantic equivalence,train
544218,"American forces here organized the elections, which officials say are important steps toward establishing democracy in Iraq.","U.S. forces organized the elections, which officials said were a step toward establishing democracy in the nation.
",1,544218_544326,paraphrase,train
2464939,"Negotiators talked with the boy for about an hour and a half, Bragdon said.","Negotiators talked with the boy for more than an hour, and SWAT officers surrounded the classroom, Bragdon said.
",0,2464939_2464878,semantic equivalence,train
851920,"""If draining the ponds in Maryland will help further establish [his] innocence, we welcome it.","If draining the ponds in Maryland will further help establish Steve's innocence, we welcome it.""
",1,851920_851911,paraphrase,train
862717,"But Cruz resembled a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with the girl's mother, Lansdowne said.","Cruz looked like a police sketch of the suspect and had injuries consistent with what police expected from the struggle he had with Jennette's mother, Chief William Lansdowne said.
",1,862717_862805,paraphrase,train
31854,"Passed in 1999 but never put into effect, the law would have made it illegal for bar and restaurant patrons to light up.","Passed in 1999 but never put into effect, the smoking law would have prevented bar and restaurant patrons from lighting up, but exempted private clubs from the regulation.
",0,31854_31913,semantic equivalence,train
14644,"A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.","A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.
",1,14644_14613,paraphrase,train
578442,Half of the women were given a daily dose of the drug and half took a placebo.,"Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.
",1,578442_577829,paraphrase,train
1708654,It would be difficult to overestimate the potential dangers of the Remote Procedure Call (RPC) vulnerability.,"The flaw involves the Remote Procedure Call (RPC) protocol, which deals with inter-computer communications.
",0,1708654_1708435,semantic equivalence,train
1352610,"Mr. Bloomberg later told reporters that the agreement ""will be a compromise, like the real world requires.""","""It will be a compromise, like the real world requires,"" he said.
",1,1352610_1352741,paraphrase,train
556727,"The man, who entered the post office in Lakeside shortly before 3 p.m., gave up to deputies about 6:30 p.m.","The man had entered the post office on Woodside Avenue at Maine Avenue shortly before 3 p.m.
",0,556727_556769,semantic equivalence,train
3301397,"Rock singer Ozzy Osbourne, recovering from a quad bike crash, is conscious and joking in his hospital bed, his daughter Kelly said tonight.","Doctors hope rock singer Ozzy Osbourne, who is recovering from a quad bike crash, will begin breathing unassisted again soon, they said today.
",0,3301397_3301422,semantic equivalence,train
811407,"The New York senator's new book, ""Living History,"" appears a certain bestseller.","Hillary Clinton, the New York senator and former first lady, has a book out Monday titled Living History.
",0,811407_811378,semantic equivalence,train
1467373,"IBM is also ""pursuing membership in the group"" and plans to be an active participant, according to the CELF statement.","CELF said IBM is pursuing membership and plans to be an active participant in the forum.
",1,1467373_1467347,paraphrase,train
1518091,"Through Thursday, Oracle said 34.75 million PeopleSoft shares had been tendered.","Some 34.7 million shares have been tendered, Oracle said in a statement.
",1,1518091_1518014,paraphrase,train
1151081,The company's chief executive retired and chief financial officer resigned.,"A third executive, chief operating officer David Glenn was fired.
",0,1151081_1151065,semantic equivalence,train
2704026,The FBI is trying to determine when White House officials and members of the vice president’s staff first focused on Wilson and learned about his wife’s employment at the agency.,"The FBI is trying to determine when White House officials and members of the vice president's staff focused on Wilson and learned about his wife's employment.
",1,2704026_2704076,paraphrase,train
58353,"The tech-heavy Nasdaq Stock Markets composite index added 1.16 points to 1,504.04.","The Nasdaq Composite index, full of technology stocks, was lately up around 18 points.
",0,58353_58516,semantic equivalence,train
219039,"He will replace Ron Dittemore, who announced his resignation April 23.","Dittemore announced his plans to resign on April 23.
",0,219039_218851,semantic equivalence,train
503438,"Pen Hadow, who became the first person to reach the geographic North Pole unsupported from Canada, has just over two days of rations left.","Pen Hadow became the first man last week to reach the geographic North Pole on an unsupported trek through Canada, a journey of about 770 km.
",0,503438_503272,semantic equivalence,train
3020743,Many of the victims had been headed home for R&R or emergency leave when they were killed.,"Many of the victims of Sunday's attack were headed out of Iraq for R&R or emergency leave.
",0,3020743_3020794,semantic equivalence,train
2769016,The face of President Saddam Hussein was added to Iraqi currency after the 1991 Gulf War.,"Saddam's portrait was added to Iraq's currency after the Gulf War.
",1,2769016_2768961,paraphrase,train
1047814,"""It's safe to assume that the Senate is prepared to pass some form of cap,"" King said.","Its safe to assume the Senate is prepared to pass some form of a cap....The level of it is to be debated.
",0,1047814_1048483,semantic equivalence,train
2721001,He was also accused of masterminding bombings that killed 22 people in Manila in December 2000.,"During interrogation, he admitted that he helped organise and carry out near-simultaneous bombings that killed 22 people in Manila in December 2000.
",0,2721001_2720703,semantic equivalence,train
2496469,"The Nikkei average ended trading down 1.83 percent at 10,310.04, a four-week low.","The Nikkei average .N225 was down 1.83 percent or 192.25 points at 10,310.04, its lowest close since August 28.
",1,2496469_2496417,paraphrase,train
2423623,That exploit works on unpatched Windows 2000 machines with Service Pack 3 and 4.,"Both Counterpane and iDefense contend that the exploit works effectively against Windows 2000 systems running Service Pack 3 and 4.
",1,2423623_2423339,paraphrase,train
3128487,"The center has a budget of 45 million, most of which will be spent on research and testing, Bridges said.","The safety center has a 45 million budget for its first year, much of which will be spent on tests and analyses.
",1,3128487_3128434,paraphrase,train
2748554,"Out of the nearly 20 billion, 18.6 billion is earmarked for reconstruction of Iraq and 1.2 billion for Afghanistan.","The 87 billion budget includes 51 billion for military operations in Iraq, another 20 billion for reconstruction and about 11 billion for Afghanistan.
",0,2748554_2748360,semantic equivalence,train
707975,"""For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents,"" according to extracts released yesterday.","""For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents,"" Mrs Clinton writes.
",1,707975_708028,paraphrase,train
339489,Associated Press Writer Sara Kugler contributed to this report from New York City.,"Associated Press Writer Michael Gormley contributed to this report from Albany.
",0,339489_339175,semantic equivalence,train
1690902,"That compares with a profit of 1 million, or breakeven, on 1.39 billion in revenue during the same period last year.","Total revenue for the second quarter was 1.48 billion, up 7% from 1.39 billion in the same period last year.
",0,1690902_1690918,semantic equivalence,train
1892114,"The company reported quarterly revenue of 388.1 million, compared with 318.5 million in the same period a year ago.","That compared with a loss of 55.4 million, or 4.92 per share in the same period a year earlier.
",0,1892114_1892189,semantic equivalence,train
3249070,The study was presented yesterday in Chicago at the annual meeting of the Radiological Society of North America.,"Both sets of findings were presented Monday at the annual meeting of the Radiological Society of North America in Chicago.
",1,3249070_3249202,paraphrase,train
374262,"Under the plan, Maine would act as a ""pharmacy benefit manager"" to lower the cost of prescription drugs.","Under Maine Rx, which state lawmakers approved in 2000, Maine would act as a ""pharmacy benefit manager"" to lower the cost of prescription drugs.
",0,374262_374622,semantic equivalence,train
2857105,"""The impact of increased prices has only begun to be seen in the financial numbers of the company,"" Noranda president and chief executive officer Derek Pannell said.","""The impact of increased prices has only begun to be seen in the financial numbers of the company,"" president and CEO Derek Pannell said in a statement.
",1,2857105_2857138,paraphrase,train
2820573,"In exchange, North Korea would be required to end its nuclear weapons program.","""In return we expect North Korea to give up nuclear weapons.""
",1,2820573_2820684,paraphrase,train
2608088,"Nine years ago, they were married by a justice of the peace.","His wife, married to Moore by a justice of the peace, started planning her dream wedding.
",0,2608088_2608211,semantic equivalence,train
3070940,Thousands of people in the South of England caught a glimpse of a lunar eclipse as they gazed up at the sky on Saturday night.,"Thousands of people in the South of England caught a glimpse of the lunar eclipse as they gazed up at the night sky early today.
",1,3070940_3070964,paraphrase,train
3042240,"The rats that consumed the tomato powder had a 26 percent lower risk of prostate cancer death than the control rats, researchers found.","Rats on the tomato powder diet had a 26 percent lower risk of prostate cancer death than the control rats, allowing for diet restriction.
",0,3042240_3042279,semantic equivalence,train
1390306,"It is a national concern that will touch virtually every American,"" Abraham said.","The impact of natural-gas shortages ""will touch virtually every American,"" Energy Secretary Spencer Abraham warned yesterday.
",1,1390306_1390412,paraphrase,train
673713,It will also unveil a version of its Windows Server 2003 operating system tuned specifically for storage devices.,"It also unveiled an update to its Windows Server 2003 operating system, which is tuned specifically for storage devices.
",1,673713_673486,paraphrase,train
3427259,"At 12, Lionel Tate was charged with first-degree murder over the death of Tiffany Eunick.","Tate was 12 when he was charged with beating Tiffany Eunick, 6, to death in July 1999.
",1,3427259_3427317,paraphrase,train
1990238,"About 1,417 schools statewide receive Title I money.","That applies only to schools that get federal Title I money.
",0,1990238_1990281,semantic equivalence,train
1230161,"Now, nearly two years later, Mallard prepares for trial on charges of murder and tampering with evidence.","Chante Jawaon Mallard, 27, is charged with murder and tampering with evidence.
",1,1230161_1230113,paraphrase,train
1929473,"In Nairobi, Kenya, the Very Rev. Peter Karanja, provost of All Saints Cathedral, said the U.S. Episcopal Church ""is alienating itself from the Anglican Communion.""","The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.
",1,1929473_1929176,paraphrase,train
1737570,"Recall backers say they have collected 1,600,000 signatures, approaching twice the 897,158 needed to force an election.","Recall proponents say they have turned in nearly twice the number of necessary signatures.
",1,1737570_1737431,paraphrase,train
2112991,"The book, called ""Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,"" hits stores this weekend.","Fox was seeking an injunction to halt distribution of ""Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right.""
",0,2112991_2113005,semantic equivalence,train
2706240,Selenski had previously spent seven years in prison on a bank robbery conviction.,"Selenski had served about seven years in prison for bank robbery.
",1,2706240_2706190,paraphrase,train
668141,The decision was among the most significant steps toward deregulation undertaken during the Bush administration.,"The decision is among the far-reaching deregulatory actions made during the Bush administration.
",1,668141_667980,paraphrase,train
1995509,"""For us, that doesn't make a difference - the sexual orientation,"" Archbishop Tutu said in the black urban centre of Soweto.","""For us that doesn't make a difference, the sexual orientation,"" Tutu told Reuters Television in South Africa's sprawling Soweto township.
",1,1995509_1995537,paraphrase,train
1268732,"Around 9:00 a.m. EDT (1300 GMT), the euro was at 1.1566 against the dollar, up 0.07 percent on the day.","Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day.
",0,1268732_1268445,semantic equivalence,train
2775381,"Sony's portfolio gives subscribers a variety of personalized services including the ability to download and experience images, ring tones, music videos and other music entertainment services.","Sony Music's portfolio of products and services currently enable carriers to offer subscribers the ability to download images, ring tones, music videos and other entertainment services.
",1,2775381_2775426,paraphrase,train
2302811,"He said the local organized crime police were investigating a suspect, but he would not confirm if it was the 24-year-old cited by Bitdefender.","He said the local organized crime police were investigating a suspect, but he would not say if it was Ciobanu.
",1,2302811_2302908,paraphrase,train
2562000,"Previously, it had reported a profit of 12 million, or 0 cents a share, for that period.","Previously, it had reported a small profit of 12 million, or break-even on a per-share basis, for the period.
",0,2562000_2561942,semantic equivalence,train
2613347,"The life expectancy for boys born in 2001 was 74.4 years, up two years since 1990.","According to the report, average life expectancy has increased by nearly two years since 1990.
",0,2613347_2613435,semantic equivalence,train
654098,Big Blue says the SEC calls the action a fact-finding investigation and has not reached any conclusions related to this matter.,"The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter.
",1,654098_654044,paraphrase,train
3261219,"They were held under Section 41 of the Terrorism Act 2000 on suspicion of involvement in the commission, preparation or instigation of acts of terrorism.","Badat was arrested under section 41 of the Terrorism Act “on suspicion of involvement in the commission, preparation or instigation of acts of terrorism,” Scotland Yard confirmed.
",1,3261219_3261244,paraphrase,train
2019822,"Starting on Saturday, every computer infected with MSBlast is expected to start flooding Microsoft's Windows Update service with legitimate-looking connection requests.","Starting on Aug. 16, every computer infected with MBlast will start flooding Microsoft's Windows Update service with legitimate-looking connection requests.
",1,2019822_2020185,paraphrase,train
2158257,"""We see the First Amendment to protect religious liberty, not crush religious liberty,"" said Patrick Mahoney, director of the Christian Defense Coalition.","""We put the call out,"" said the Rev. Patrick J. Mahoney, director of the Christian Defense Coalition.
",0,2158257_2158016,semantic equivalence,train
421947,"Florida's Third District Court of Appeal saidon Wednesdaythe original proceedings were ""irretrievably tainted"" by misconduct by lawyers representing the class.","Florida’s Third District Court of Appeal said on Wednesday the original proceedings were “irretrievably tainted” by misconduct by attorneys for the class.
",1,421947_422075,paraphrase,train
859210,Courant Staff Writers Matt Eagan and Ken Davis contributed to this story.,"Courant Staff Writer Jeff Goldberg contributed to this story.
",0,859210_859163,semantic equivalence,train
2396793,"In addition, the committee noted, ""while spending is firming, the labour market has been weakening"".","""The evidence accumulated over the intermeeting period confirms that spending is firming, although the labor market has been weakening.
",1,2396793_2396890,paraphrase,train
1622561,Nigeria and other African oil producers are increasingly important in U.S. plans to lessen dependence on Middle Eastern suppliers for its energy security.,"Nigeria and other African producers are increasingly important in the former Texas oilman's plans to lessen dependence on Middle Eastern suppliers for energy security.
",1,1622561_1622311,paraphrase,train
125383,"Appeals had kept him on death row longer than anyone else in the U.S., AP said.","Isaacs had been on death row longer than anyone in the nation.
",0,125383_125421,semantic equivalence,train
577957,While many likely now will quit – as millions of women already have – Soltes said she likely will continue to prescribe the supplements for relief of change-of-life symptoms.,"While many likely now will quit - as millions of women already have - Soltes said she is likely to continue prescribing the supplements for relief of change-of-life symptoms.
",1,577957_577843,paraphrase,train
2454231,"The federal and local governments remained largely shut down in the aftermath of Hurricane Isabel, as were schools, and much of the region's transportation network was slowed.","In the aftermath of Hurricane Isabel, federal and local governments remained shut down, as did schools and many businesses.
",0,2454231_2454058,semantic equivalence,train
142709,"Ursel Reisen confirmed it operated the coach, but gave no details other than to say the passengers were of mixed ages.","Ursel Reisen confirmed it had been operating the coach, but declined to give details of the passengers other than to say they were of mixed ages.
",1,142709_142846,paraphrase,train
1906323,"But he is the only candidate who has won national labor endorsements so far, picking up his 11th union on Tuesday when the United Steelworkers of America endorsed him.","But he is the only candidate who has won national labor endorsements so far, picking up his 11th on Tuesday.
",0,1906323_1906085,semantic equivalence,train
1257760,The judge also refused to postpone the trial date of Sept. 29.,"Obus also denied a defense motion to postpone the Sept. 29 trial date.
",1,1257760_1257788,paraphrase,train
392738,"Regardless, its first quarter saw a profit of 721 million, or 29 cents, on revenue of 17.9 billion.","Analysts expected earnings of 27 cents a share on revenue of 17.7 billion, Thomson First Call says.
",0,392738_392798,semantic equivalence,train
3223910,"Under the proposal, Slocan shareholders will get 1.3147 Canfor shares for each common share.","Under a proposed plan of arrangement, Slocan shareholders will receive 1.3147 Canfor shares for every Slocan share they own.
",1,3223910_3223849,paraphrase,train
