,text,label_id,exp_split,label,annotation_id,feat
4419,"AP - A Senate committee voted Wednesday to scuttle new rules that critics say would deny overtime pay to millions of workers , as Democrats won the latest round in their election - year bout with President Bush over the issue .",scaled attention,dev,0,dev_4419,scaled attention
16292,"The Democratic Republic of Congo has placed it troops on alert and is deploying soldiers to the east of the country , after reports that Rwandan troops have infiltrated the area .",scaled attention,dev,0,dev_16292,scaled attention
12162,NEW YORK ( CP ) - The NHL has cancelled the Feb. 12 - 13 all - star weekend in Atlanta because of the lockout . There # 39;s still a chance hockey will resume this year but a shortened season will need all the dates possible,scaled attention,dev,0,dev_12162,scaled attention
2996,Israel says it will move a planned stretch of its controversial barrier in the West Bank closer to Israel .,ig,dev,1,dev_2996,ig
12515,"MIAMI -- Bryan Randall grabbed a set of Mardi Gras beads and waved them aloft , while his teammates exalted in the prospect of a trip to New Orleans .",ig,dev,1,dev_12515,ig
10989,"With new rankings due soon , SGI , IBM and others are jostling for bragging rights . Also : A speedy Mac system gets speedier .",lime,dev,3,dev_10989,lime
11558,"Reuters - French companies Snecma and Sagem \announced a planned 7 billion euro ( # 36;8.9 billion ) merger on\Friday , in a deal that analysts said was driven by political\rather than shareholder interests .",deeplift,dev,2,dev_11558,deeplift
5973,Jeremy Mayfield needs more than a victory at Dover International Speedway in Delaware to get back in the thick of the Nextel Cup championship race .,scaled attention,dev,0,dev_5973,scaled attention
2915,Tokyo stocks rose by midday on Monday as a broad range of issues got a lift from a key survey that boosted optimism on Japan # 39;s economic outlook and raised expectations that growth figures will be revised up .,scaled attention,dev,0,dev_2915,scaled attention
5717,"AP - Cliff Lee won for the second time since July 16 and rookie Grady Sizemore hit a two - run homer , leading the Cleveland Indians to a 9 - 7 win over the Minnesota Twins on Thursday night .",deeplift,dev,2,dev_5717,deeplift
5831,"Arsene Wenger has made it clear that he is still totally committed to Arsenal , despite reports of interest from Real Madrid . The Gunners are keen to persuade their manager to pen a new long - term contract in",ig,dev,1,dev_5831,ig
11348,"  NEW YORK ( Reuters ) - Low - cost carrier JetBlue Airways Corp.   & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = JBLU.O target=/stocks / quickinfo / fullquote""&gt;JBLU.O&lt;/A&gt ; on Thursday said third - quarter earnings fell 71   percent as it struggled with skyrocketing fuel prices and tough   competition .",attention,dev,5,dev_11348,attention
558,"UNITED NATIONS ( AP ) A year after the bombing of UN headquarters in Baghdad killed 22 people , the United Nations remains a target for attacks in Iraq and UN staff angrily allege that major security ...",scaled attention,dev,0,dev_558,scaled attention
17276,"American Express , which fought for years for the right to sign deals with United States banks that issue cards on the Visa and MasterCard networks , said late yesterday that it had won",scaled attention,dev,0,dev_17276,scaled attention
6251,SHANGHAI ( Ticker ) - Third seed Guillermo Canas of Argentina became the first seeded player to reach the second round of the Heineken Open Shanghai .,gradients,dev,4,dev_6251,gradients
9404,"AP - Security forces have captured four suspected militants , an Interior Ministry spokesman said Sunday , the latest detentions in a Saudi crackdown on Islamic extremists in the kingdom .",gradients,dev,4,dev_9404,gradients
4232,"SAN FRANCISCO Sept. 15 , 2004 - Oracle Corp. topped Wall Street # 39;s profit forecast , but the business software maker saw sales of its business applications software slide 36 percent with the reversal of that",deeplift,dev,2,dev_4232,deeplift
14805,"A prominent Boston - based real estate company has agreed to test for and remove any hazardous lead paint from nearly 10,400 apartments nationwide , including more than 7,000 in Massachusetts , under a consent agreement that federal and state officials plan to announce today .",lime,dev,3,dev_14805,lime
11056,"Amnesty International urges Thailand to investigate , after 84 Muslims die in protests in the south of the country .",scaled attention,dev,0,dev_11056,scaled attention
2088,"TOKYO : A powerful typhoon was poised to strike the southwestern Japanese island of Kyushu today , threatening large areas of the country with strong winds and heavy rain .",scaled attention,dev,0,dev_2088,scaled attention
3514,"Intel has disclosed new technologies that will feature in its chips in the next few years . The firm demonstrated a dual - core version of its Itanium 64bit processor , and announced plans for a new management",lime,dev,3,dev_3514,lime
14913,"MUMBAI : Mukesh Ambani , chairman of the \$11.5 - bn oil - to - fabrics conglomerate Reliance Industries , has finally broken his silence over the media speculation surrounding reported differences between him and his younger brother , Anil Ambani , the companys",scaled attention,dev,0,dev_14913,scaled attention
5152,"Astronauts aboard the International Space Station are again without a working oxygen generator on Monday after a backup component failed over the weekend , said a NASA spokeswoman .",scaled attention,dev,0,dev_5152,scaled attention
16866,"With food stores running low , the two astronauts living aboard the International Space Station ( ISS ) are cutting back their meal intake and awaiting a critical cargo delivery expected to arrive on Dec. 25 .",lime,dev,3,dev_16866,lime
1702,"PARIS , Aug 26 ( AFP ) - Vivendi Universal will create 2,100 jobs over five years as part of a deal agreed with the French government allowing the French media and communications group to book tax credits under a new regime , the finance ministry said Thursday",deeplift,dev,2,dev_1702,deeplift
6033,"BAGHDAD , Iraq Sept. 26 , 2004 - Suicide attackers exploded a pair of car bombs outside an Iraqi National Guard compound west of the capital Sunday , wounding American and Iraqi forces , and the US military",scaled attention,dev,0,dev_6033,scaled attention
174,"Jet Propulsion Lab -- With eyes sharper than any that have peered at Saturn before , the Cassini spacecraft has uncovered two moons , which may be the smallest bodies so far seen around the ringed planet .      The moons are approximately 3 kilometers ( 2 miles ) and 4 kilometers ( 2.5 miles ) across -- smaller than the city of Boulder , Colorado ...",scaled attention,dev,0,dev_174,scaled attention
10684,"OJIYA , Japan -- Strong aftershocks rocked northern Japan today after a barrage of powerful quakes jolted the region yesterday , killing at least 14 people and toppling buildings .",ig,dev,1,dev_10684,ig
4978,"AP - Colin Montgomerie looked out of place only once Sunday at the Ryder Cup . During the closing ceremonies , he walked self - consciously onto the stage without a female companion .",ig,dev,1,dev_4978,ig
9137,"Steven J. Vaughan - Nichols writes for eWeek ,   # 147;GNOME is nice , KDE is fine and the forthcoming Looking Glass may be wonderful , but the best Unix desktop is the one in the Macintosh . # 148 ; Oct 14",lime,dev,3,dev_9137,lime
8871,"Veteran outfielder Larry Walker , a proud son of Maple Ridge , British Columbia , dropped a little bit of Canadian hockey heritage into America 's pastime when his Cardinals played the Dodgers in the National League Division Series .",deeplift,dev,2,dev_8871,deeplift
3649,"Elena Dementieva outlasted Jennifer Capriati 6 - 0 , 2 - 6 , 7 - 6 ( 5 ) to set up all - Russian women # 39;s final at the US Open . Earlier , Svetlana Kuznetsova became the first Russian woman to reach the Open final when she beat a limping Lindsay Davenport 1 - 6 , 6 - 2 , 6 - 4 .",scaled attention,dev,0,dev_3649,scaled attention
7895,  SINGAPORE ( Reuters ) - The price of crude oil broke into new   record territory above \$52 Thursday on heightened concerns that   supplies of heating fuels will prove inadequate during the   northern hemisphere winter .,scaled attention,dev,0,dev_7895,scaled attention
15203,A critically ill Wisconsin teenager who was bitten by a bat recovered after being put into a drug - induced coma and being given antiviral drugs .,deeplift,dev,2,dev_15203,deeplift
5106,"WASHINGTON ( CBS.MW ) -- A federal judge found Monday that new rules from the Federal Election Commission did not follow the intent of lawmakers who wrote a sweeping new law designed to change the way politicians raise money , creating uncertainty for",gradients,dev,4,dev_5106,gradients
6348,com . The Chicago Cubs opened a one - game lead in the National League Wild Card standings with a 12 - 5 victory Monday night over the Cincinnati Reds at Wrigley Field .,gradients,dev,4,dev_6348,gradients
4619,"BLOOMFIELD TOWNSHIP , Mich.   Impeccably attired in a dark suit and gold - and - blue patterned necktie , American captain Hal Sutton struck the look of a Wall Street mogul Thursday when he announced",gradients,dev,4,dev_4619,gradients
11803,"Irving , TX ( Sports Network ) - Detroit Lions rookie wide receiver Roy Williams was inactive for Sunday # 39;s game against the Dallas Cowboys .",scaled attention,dev,0,dev_11803,scaled attention
8820,"  NEW YORK ( Reuters ) - A federal jury on Tuesday ordered   Medtronic Inc. & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = MDT.N target=/stocks / quickinfo / fullquote""&gt;MDT.N&lt;/A&gt ; to pay \$400 million in punitive damages   to an inventor of spinal surgical devices sold by the medical   equipment maker .",scaled attention,dev,0,dev_8820,scaled attention
6055,"The waiting and wondering continued Sunday about the fate of British hostage , Kenneth Bigley , although one Muslim activist says he is still alive .",scaled attention,dev,0,dev_6055,scaled attention
2333,"Pressure from Microsoft chairman and shareholder Bill Gates over a sagging financial outlook and news that Washington Redskins owner Daniel Snyder has bought nearly 9 percent of Six Flags , Inc.",scaled attention,dev,0,dev_2333,scaled attention
12642,"Ahmed Qureia , the Palestinian prime minister , has appealed to all political and military factions to avoid violence while Yasser Arafat lies critically ill in a French military hospital - and after he dies .",scaled attention,dev,0,dev_12642,scaled attention
10469,Swedens Johan Edfors and South Africas Darren Fichardt both went to the turn in 32 today to take over the lead in the Madrid Open .,deeplift,dev,2,dev_10469,deeplift
7400,"fter years of delays , the Cambodian Parliament ratified an agreement with the United Nations today to create an international tribunal to try surviving leaders of the Khmer Rouge regime for",scaled attention,dev,0,dev_7400,scaled attention
8556,"IBM will soon begin shipping upgraded models of its HS20 and JS20 blade servers , including a new SCSI option for the HS20 that will double the number of SCSI blades that users can fit into a single chassis .",scaled attention,dev,0,dev_8556,scaled attention
5178,"Detroit , MI -- Mike Maroth tossed 6 2/3 innings of shutout ball , leading the Detroit Tigers to a 3 - 1 victory over the Cleveland Indians in the opener of a three - game series at Comerica Park .",deeplift,dev,2,dev_5178,deeplift
4186,"The competition arrayed against Apple in the growing online music market is shifting . In a deal valued at US\$160 million , Yahoo ! announced today the acquisition of one - time Apple partner Musicmatch .",lime,dev,3,dev_4186,lime
3870,"A court appearance by Christos Tsekos , former coach to disgraced Greek sprinter Kostas Kenteris , has been delayed after his defence lawyer died .",gradients,dev,4,dev_3870,gradients
11924,"CHINA has closed 1,600 internet cafes and fined operators a total of \$US12 million ( \$16 million ) for letting children play violent games and for other violations , the government said .",lime,dev,3,dev_11924,lime
7407,ThinkPad T42 series notebooks now feature an embedded fingerprint reader .,lime,dev,3,dev_7407,lime
17384,"MILLAU , France ( AFP ) - As air force jets screamed overhead , French President Jacques Chirac inaugurated the world # 39;s tallest bridge , a stunning masterpiece of engineering that will carry drivers 270 metres ( 885 feet ) above ground .",scaled attention,dev,0,dev_17384,scaled attention
7365,RadioShack to take over the operation of cell phone kiosks at retailer # 39;s Sam # 39;s Club stores . NEW YORK ( Reuters ) - RadioShack Corp.,deeplift,dev,2,dev_7365,deeplift
10398,AP - The chairwoman of the House Democrats ' homeland security task force is asking Congress ' independent auditors to examine travel by senior Bush administration officials in light of recent trips to hotly contested states in the 2004 presidential election .,gradients,dev,4,dev_10398,gradients
1171,"An all - Unix plan is also being considered , but the open - source OS will likely dominate the system , sources say .",lime,dev,3,dev_1171,lime
1006,"The dollar may fall against the euro for a third week in four on concern near - record crude oil prices will temper the pace of expansion in the US economy , a survey by Bloomberg News indicates .",deeplift,dev,2,dev_1006,deeplift
5408,"  GUWAHATI , India ( Reuters ) - Ten people , including a state   government minister and two lawmakers , were killed in a   helicopter crash in India 's mountainous northeast on Wednesday ,   officials said .",scaled attention,dev,0,dev_5408,scaled attention
13744,NASCAR will use a shortened weekend schedule for the Nextel Cup series at most of its events next season in an effort to save money for teams .,scaled attention,dev,0,dev_13744,scaled attention
10152,Ziff Davis - IBM ThinkPad G41 gets latest mobile processor ; T42 gets processor upgrade and better connectivity .,lime,dev,3,dev_10152,lime
8724,"MSN Messenger , Microsoft # 39;s instant message service , is back up and running this morning after a routine maintenance operation went wrong , rendering the service sporadically unavailable for three days .",lime,dev,3,dev_8724,lime
8742,Nobody can say billionaires aren # 39;t competitive : First Richard Branson announces he # 39;s going up against Paul Allen in consumer space travel .,scaled attention,dev,0,dev_8742,scaled attention
1780,"Bee Staff Writer . In the latest crackdown on conflicts of interest on Wall Street , federal and state regulators said Thursday that they # 39;ve obtained a \$100 million settlement from two investment",scaled attention,dev,0,dev_1780,scaled attention
2844,"Cazenove Group Plc , Britain # 39;s oldest independent stockbroker , will hold its annual shareholder meeting Tuesday after the Financial Times reported it # 39;s weighing offers from two US banks .",deeplift,dev,2,dev_2844,deeplift
965,International observers in Venezuela say an audit of the referendum results which confirmed President Hugo Chavez # 39;s mandate in office has revealed no evidence of fraud .,deeplift,dev,2,dev_965,deeplift
7798,LONDON One of the scientists involved in the discovery of the double helix structure of DNA has died . Maurice Wilkins shared the Nobel Prize for Medicine in 1962 for his role in what # 39;s considered one of the most important discoveries in science .,deeplift,dev,2,dev_7798,deeplift
9539,The unsolicited \$8.2 billion bid to take over bigger domestic rival Gold Fields would create the world 's biggest gold producer .,deeplift,dev,2,dev_9539,deeplift
5991,Miami - Hurricane Jeanne forced the Miami Dolphins and Pittsburgh Steelers to move their game today to primetime . The teams and the league agreed to move the starting time from 11 am MDT to 6:30 pm MDT because,deeplift,dev,2,dev_5991,deeplift
15421,told Reuters on Thursday it was simply taking time to bring people to Yangon from around the country . where she is without a telephone and requires military permission to meet visitors .,scaled attention,dev,0,dev_15421,scaled attention
15890,"Australia # 39;s largest listed company , telecommunications giant Telstra Corp. , announced Wednesday that its chief executive will stand down by July 2005 - two years before his contract ends .",attention,dev,5,dev_15890,attention
7223,"For 12 days in the middle of August , a research firm commissioned by Sports Illustrated polled 1,004 sports fans on a variety of topics for the magazine 's 50th anniversary issue .",gradients,dev,4,dev_7223,gradients
5172,A decision by the Berlin state government to ban an Islamic conference promoting the   quot;resistance movement quot ; in Iraq and the Palestinian territories was an   quot;extraordinarily,scaled attention,dev,0,dev_5172,scaled attention
933,"Four people were wounded on Saturday when two bombs exploded at the tourist localities of Sanjenjo and Baiona , in Galicia , north Spain .",ig,dev,1,dev_933,ig
1689,"  CROMWELL , Connecticut ( Reuters ) - Corey Pavin posted his   best score in 14 years , firing an eight - under - par 62 to take a   commanding three - shot lead after the first round of the   inaugural \$4.2 million Buick Championship Thursday .",scaled attention,dev,0,dev_1689,scaled attention
5328,Third - quarter results from Goldman Sachs and Lehman Brothers point to many difficult months ahead for Wall Street .,lime,dev,3,dev_5328,lime
1119,"Manager Paul Sturrock has left Southampton by mutual consent , becoming the first managerial victim of the season after only two Premiership games .",scaled attention,dev,0,dev_1119,scaled attention
17474,United Airlines on Tuesday announced it has secured a tentative contract agreement with its pilots . The agreement makes the pilots the first of United # 39;s four big unions to come to initial terms .,ig,dev,1,dev_17474,ig
4795,Reuters - The next wave of iPod competitors is\coming .,lime,dev,3,dev_4795,lime
89,The British journalist who was kidnapped in Iraq says he faced mock executions and tried to escape his captors .,scaled attention,dev,0,dev_89,scaled attention
12433,"Responding to a European Union request , Microsoft said the license for its Office - related XML document formats will be royalty - free forever .",lime,dev,3,dev_12433,lime
13671,"  NAIROBI ( Reuters ) - The Sudanese government is still   attacking villagers in Darfur and rebel groups there are   looting and abducting civilians despite an April cease - fire , a   rights group said on Monday .",scaled attention,dev,0,dev_13671,scaled attention
1062,"FOUNTAIN , Colo. ( SportsTicker ) - It appears Dario Franchitti is getting the hang of the Indy Racing League . Franchitti dominated Sunday # 39;s Honda Indy 225 at Pikes Peak International Raceway for his second IRL win of the season .",gradients,dev,4,dev_1062,gradients
1233,"Forrester Research projects US online retail sales will more than double over the next six years , reaching \$316 billion by 2010 . According to a new report from Forrester Research , Inc.",lime,dev,3,dev_1233,lime
10436,"Playing another aggressive game , Bryant scored 25 points as the Los Angeles Lakers posted a 113 - 102 preseason victory over the Los Angeles Clippers .",deeplift,dev,2,dev_10436,deeplift
8146,"NEW YORK Oct. 8 , 2004 - US stocks are seen higher at the open Friday although the release of non - farm payroll data due later will most likely dictate overall sentiment and direction .",scaled attention,dev,0,dev_8146,scaled attention
16133,The No . 2 grocer reports double - digit gains in sales and earnings after recent acquisitions .,ig,dev,1,dev_16133,ig
14527,"Phishing is one of the fastest - growing forms of personal fraud in the world . While consumers are the most obvious victims , the damage spreads far wider -- hurting companies # 39 ; finances and reputations and potentially",lime,dev,3,dev_14527,lime
3494,MONTREALAlcan Inc. has given the green light to a \$1.3 billion ( US ) expansion of an alumina refinery in Australia # 39;s Northern Territory .,deeplift,dev,2,dev_3494,deeplift
7103,"AP - Families of the 35 children who died in a string of bombings in Baghdad blamed American troops for the tragedy , accusing them of attracting insurgents to a ceremony where the attacks occurred .",scaled attention,dev,0,dev_7103,scaled attention
415,  LONDON ( Reuters ) - The dollar struggled to pull away from   August lows on Wednesday as investors wondered whether the   Federal Reserve would raise interest rates next month after   another round of weak U.S. data in the previous session .,deeplift,dev,2,dev_415,deeplift
3857,"  KINSHASA ( Reuters ) - Militia loyal to the Congolese   government captured the main base used by rebels waging an   uprising in the east of the country after a week - long offensive   by government troops , a militia commander said Monday .",scaled attention,dev,0,dev_3857,scaled attention
6794,"AFP - US software giant Microsoft is looking closely at whether it is worthwhile continuing to attend CeBIT , the world 's biggest high - tech and computer trade fair , in future , the head of Microsoft Germany Juergen Gallman said .",lime,dev,3,dev_6794,lime
16503,"Russia # 39;s refusal to cooperate with the West to ensure a fair election in Ukraine signals that Moscow is slipping back to Soviet - style tactics , a senior Polish diplomat was quoted Wednesday as saying .",scaled attention,dev,0,dev_16503,scaled attention
1888,"North Korea # 39;s environment faces a stark future unless urgent action is taken , the United Nations said on Friday in a first report on the communist state # 39;s environment compiled with unprecedented help from Pyongyang .",ig,dev,1,dev_1888,ig
968,"At least five suspected terrorists , with alleged links to al Qaeda , have been arrested in Pakistan . It is claimed they had been plotting to launch suicide attacks on government leaders and the US Embassy .",gradients,dev,4,dev_968,gradients
10577,"Brazilian Formula One driver Rubens Barrichello of Ferrari talks to the public after unveiling the new Ferrari 612 Scaglietti at the 23rd International Auto Show in Sao Paulo , Brazil .",deeplift,dev,2,dev_10577,deeplift
16195,AP - THE FILIBUSTER : The notion of talking a measure to death dates to the Founding Fathers . In the 1950s and ' 60s foes of racial progress used it to block civil - rights legislation and in 1957 Strom Thurmond launched the longest one - man filibuster in history . He spoke for more than 24 hours .,scaled attention,dev,0,dev_16195,scaled attention
10071,BASEBALL Seattle ( AL ): Named Mike Hargrove manager and agreed to terms on a three - year contract .,deeplift,dev,2,dev_10071,deeplift
7361,  COLOMBO ( Reuters ) - Sri Lanka 's government launched a new   all - party forum on Monday to discuss how best to turn a   two - year truce with Tamil Tiger rebels into permanent peace --   but a clutch of opposition parties stayed away in a boycott .,scaled attention,dev,0,dev_7361,scaled attention
9793,"  NEW YORK ( Reuters ) - Wells Fargo    Co. & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = WFC.N target=/stocks / quickinfo / fullquote""&gt;WFC.N&lt;/A&gt ; and U.S.   Bancorp & lt;A HREF=""http://www.investor.reuters.com / FullQuote.aspx?ticker = USB.N target=/stocks / quickinfo / fullquote""&gt;USB.N&lt;/A&gt ; , two of the largest U.S. banks , on Tuesday both   said third - quarter profit rose 12 percent , helped by growth in   consumer lending .",attention,dev,5,dev_9793,attention
12081,"Time Warner , the world # 39;s largest media company , on Wednesday said third - quarter profit fell as it established a \$500 m legal reserve and it will restate results for its AOL Europe unit prior to 2002 .",scaled attention,dev,0,dev_12081,scaled attention
14090,"The increasing popularity of PC - based multimedia applications , particularly home video editing and downloading of films and TV shows from peer - to - peer networks , is driving demand for bigger hard - disc drives .",scaled attention,dev,0,dev_14090,scaled attention
628,"Music file - sharing companies are not legally responsible for the swapping of copyright content through their file - sharing software , a federal appeals court ruled Thursday in a blow to movie studios and record labels . & lt;FONT face=""verdana , MS Sans Serif , arial , helvetica "" size=""-2 "" color=""#666666""&gt;&lt;B&gt;-Associated Press&lt;/B&gt;&lt;/FONT&gt ;",deeplift,dev,2,dev_628,deeplift
4428,"  SEOUL ( Reuters ) - South Korea plans to intensify diplomatic   efforts to hold six - way talks on North Korea 's nuclear programs   in early October now chances look slim for a meeting this   month , the foreign minister told Reuters on Thursday .",scaled attention,dev,0,dev_4428,scaled attention
7506,"Allen Iverson declared Monday that he is 100 percent and promised to be a better leader and teammate . Calling last year   quot;the worst season of my career , by far , quot ; Iverson",ig,dev,1,dev_7506,ig
5718,AP - Jimmy Rollins ' two - out homer in the 10th inning gave the Philadelphia Phillies a 9 - 8 victory over Florida on Thursday night and move the World Series champion Marlins within a game of elimination from the postseason .,deeplift,dev,2,dev_5718,deeplift
3868,"TORONTO -- There is no mystique to it anymore , because after all , the Russians have become commoners in today 's National Hockey League , and Finns , Czechs , Slovaks , and Swedes also have been entrenched in the Original 30 long enough to turn the ongoing World Cup of Hockey into a protracted trailer for the NHL season .",scaled attention,dev,0,dev_3868,scaled attention
11337,"AMD launches the \$185 Personal Internet Communicator(PIC ) in partnership with Tata Indicom to tap the Indian market . MUMBAI : The Austin , TX - based chip vendor AMD calls it the 50x15 initiative : the move towards",lime,dev,3,dev_11337,lime
11094,Apple has unveiled an iPod with a photo display function aimed at maintaining the company # 39;s lead in the market for digital music players .,lime,dev,3,dev_11094,lime
8868,Australia # 39;s Brooke Hanson won a record sixth gold medal at one swimming World Short Course Championships . She saw off American Amanda Beard # 39;s challenge to take the 200 m breaststroke title in Indianapolis in a time of two minutes and 21 .,deeplift,dev,2,dev_8868,deeplift
16063,"Roger Powell Jr. scored 19 points , Dee Brown and Luther Head added 16 each , and No . 5 Illinois made No . 1 Wake Forest look more like a nonconference patsy in a 91 - 73 rout last night at Champaign , Ill.",ig,dev,1,dev_16063,ig
4691,"The upgrade to the OmniPilot 's 's Web application server tool adds compatibility with FileMaker Pro 7 , allowing developers of data - driven sites to keep pace with the most popular database software available for the Mac .",scaled attention,dev,0,dev_4691,scaled attention
12941,"Rarely in history has a political movement been so deliberately set by its founder on a course towards chaos . Arafat not only left no successor , but also no order .",scaled attention,dev,0,dev_12941,scaled attention
8049,"CAIRO , Egypt -- A string of explosions Thursday rocked the Sinai Peninsula in Egypt , where Israelis have been celebrating the end of a Jewish holiday .",scaled attention,dev,0,dev_8049,scaled attention
6752,"Insurgents have detonated two bombs near a convoy of US military vehicles in southern Baghdad , killing at least 16 people , Iraqi police say .",scaled attention,dev,0,dev_6752,scaled attention
16793,"December 09 , 2004 - In a recent statement given at the Tokyo headquarters of the Foreign Correspondents Club , Nintendo Co Ltd president Satoru Iwata said Nintendo will not lose the imminent handheld war against Sony .",lime,dev,3,dev_16793,lime
16452,"The deal is a dramatic sign of the ongoing transformation of the still nominally communist People 's Republic of China into an increasingly outward - looking nation integrating itself into the world economy.&lt;FONT face=""verdana , MS Sans Serif , arial , helvetica "" size=""-2 "" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt ;",lime,dev,3,dev_16452,lime
6562,A senior Italian politician says ransom of \$1 m was paid for the release of two hostages held in Iraq .,scaled attention,dev,0,dev_6562,scaled attention
7675,AP - A U.S. Senate candidate who said recently that homosexuals should not be teaching in South Carolina 's public schools has added another group to his list of poor role models for children   # 151 ; pregnant women with live - in boyfriends .,scaled attention,dev,0,dev_7675,scaled attention
15085,Nortel Networks Corp. said the Toronto Stock Exchange and the New York Stock Exchange won # 39;t commence suspension or delisting actions because of the company # 39;s delay in filing certain financial reports .,deeplift,dev,2,dev_15085,deeplift
2691,"David Beckham loves being the centre of attention and tonight the England captain is granted his wish . Steven Gerrard # 39;s incapacitation means Beckham moves into the middle against Austria , setting",ig,dev,1,dev_2691,ig
15765,"Gold fell from a 16 - year closing high in London , the first drop in five days , as the dollar rose against the euro , decreasing the appeal of the dollar - denominated metal as an alternative investment to US assets .",deeplift,dev,2,dev_15765,deeplift
9457,"Targeting Unix archrivals Hewlett - Packard and Sun Microsystems , IBM on Friday topped off the high end of its Power 5 - based line of iSeries and pSeries servers , rolling out three systems all capable of hosting as many as 250 virtual servers on a single",deeplift,dev,2,dev_9457,deeplift
1679,"MONACO , AUGUST 26 : Defending champions Porto have been drawn to face Chelsea in Group H , meaning Chelseas new coach Jose Mourinho - who won last seasons title with Porto -ill be able to exploit familiar conditions when Chelsea play their away",deeplift,dev,2,dev_1679,deeplift
5736,"AP - The images coming out of the latest hostage crisis in Iraq   # 151 ; capped by dramatic video of British captive Kenneth Bigley begging for his life   # 151 ; have transfixed Britons , left governments looking helpless , and revived a classic dilemma about whether to negotiate with terrorists .",scaled attention,dev,0,dev_5736,scaled attention
11612,"AP - Labor Department staff , analyzing statistics from private economists , report in an internal memo that President Bush is likely to do "" much better "" in Tuesday 's election than the polls are predicting .",scaled attention,dev,0,dev_11612,scaled attention
16548,"This image taken by NASA # 39;s Hubble Space telescope , and released Thursday Aug. 12 , 2004 , shows nebula N44F , which , at left , is being inflated by a stellar wind , creating an interstellar bubble .",lime,dev,3,dev_16548,lime
518,A fall on his vault landing sent Hamm stumbling into the judges # 39 ; table and all the way down to 12th place in the all - around gymnastics final .,deeplift,dev,2,dev_518,deeplift
11361,The studied casualness with which Pakistan President General Pervez Musharraf presented his big idea on Kashmir this week has not been able to hide its innovative and indeed revolutionary,scaled attention,dev,0,dev_11361,scaled attention
6259,"Devon Energy Corp. ( DVN.A : Quote , Profile , Research ) on Monday said it set a two - for - one stock split and would buy back up to 10 percent of its shares , as the company # 39;s cash levels",scaled attention,dev,0,dev_6259,scaled attention
8096,"President Bush said on Thursday he\was "" right to take action "" in Iraq even though a new U.S.\report found that Baghdad had no stockpiles of weapons of mass\destruction and that its nuclear program had decayed .",scaled attention,dev,0,dev_8096,scaled attention
1000,"  quot;Madden NFL 2005 , quot ; the latest version of Electronic Arts Inc. # 39;s ERTS.O pro football video game franchise , sold more than 1.3 million copies in its first week of release , the company said on Thursday , citing internal figures .",lime,dev,3,dev_1000,lime
8709,"I was complaining to Schabir Shaik in the courtyard of Durban # 39;s High Court that , for once , a certain Sunday newspaper had got it right .",ig,dev,1,dev_8709,ig
4705,"BANGALORE , INDIA -- Ariba Inc. has set up a software development facility in Bangalore , India , which will work on product development as well as technical support and services , the company announced Friday .",lime,dev,3,dev_4705,lime
16040,"As the Mets continued waiting for a counterproposal from the three - time Cy Young award winner Pedro Martnez yesterday , it became obvious that they may need more than money to lure him .",scaled attention,dev,0,dev_16040,scaled attention
15278,"NTT DoCoMo , Japan # 39;s largest mobile phone company , will announce an agreement next week for UK operator MMO2 to offer its i - mode services in the UK next year , according to people close to the deal .",lime,dev,3,dev_15278,lime
16102,NEW YORK ( CBS.MW ) - The New York Times on Thursday lowered its fourth - quarter earnings outlook on softer - than - expected advertising revenue and set plans to expense employee stock options .,deeplift,dev,2,dev_16102,deeplift
9734,Spanish police Tuesday arrested an eighth suspected member of a radical Islamic cell believed to be plotting an attack on the High Court in Madrid .,scaled attention,dev,0,dev_9734,scaled attention
8663,"BACS , the UK clearing house and operator of the direct debit system , will today announce it is changing its name to Voca and planning to muscle in on the continental European market for automated payments .",deeplift,dev,2,dev_8663,deeplift
1845,Struggling carrier Alitalia said Thursday that revenues were below expectations in July and August as domestic market share fell to 45 percent from about 50 percent last year .,ig,dev,1,dev_1845,ig
2471,"Two US citizens have been detained and accused of trying to smuggle 50 Mexican nationals into Los Angeles in California aboard a rented yacht , authorities said Wednesday .",scaled attention,dev,0,dev_2471,scaled attention
16789,This would appear to be an appropriate time to discuss the potential for Palestinian nonviolence and its ramifications for Israel .,deeplift,dev,2,dev_16789,deeplift
4998,"GREEN BAY , WIS . - Lovie Smith did not take long to fulfill his No . 1 goal of beating Green Bay . But the man who helped him do it wasn # 39;t around afterward to celebrate .",scaled attention,dev,0,dev_4998,scaled attention
9341,"AP - Brad Lidge is starting to get antsy . The Houston Astros ' closer has warmed in the first two games of the NLCS , but has remained in the bullpen . He was n't needed in Game 5 of the division series , either , so his last appearance was Sunday   # 151 ; when he blew a save against Atlanta .",ig,dev,1,dev_9341,ig
14596,"The medical records of Palestinian leader Yasser Arafat who died of multiple organ failure have been handed over to his widow Suha Arafat , who has got the file from the Percy military hospital in Paris , where her husband died .",attention,dev,5,dev_14596,attention
