,text,label,exp_split,label_id,annotation_id,feat
382,what the film lacks in general focus it makes up for in compassion as corcuera manages to find the seeds of hope in the form of collective action,1,dev,lime,dev_382,lime
520,impostor has a handful of thrilling moments and a couple of good performances but the movie does n t quite fly,2,dev,ig,dev_520,ig
859,is the time really ripe for a warmed over james bond adventure with a village idiot as the 007 clone,2,dev,ig,dev_859,ig
809,although huppert s intensity and focus has a raw exhilaration about it the piano teacher is anything but fun,1,dev,lime,dev_809,lime
226,audrey tatou has a knack for picking roles that magnify her outrageous charm and in this literate french comedy she s as morning glory exuberant as she was in amélie,2,dev,ig,dev_226,ig
325,feature debuter d j caruso directs a crack ensemble cast bringing screenwriter tony gayton s narcotics noir to life,4,dev,gradients,dev_325,gradients
161,highbrow self appointed guardians of culture need not apply but those who loved cool as ice have at last found a worthy follow up,0,dev,attention,dev_161,attention
503,this movie is something of an impostor itself stretching and padding its material in a blur of dead ends and distracting camera work,0,dev,attention,dev_503,attention
533,sometimes seems less like storytelling than something the otherwise compelling director needed to get off his chest,2,dev,ig,dev_533,ig
301,a simple but gritty and well acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past,0,dev,attention,dev_301,attention
579,it takes a certain kind of horror movie to qualify as worse than expected but ghost ship somehow manages to do exactly that,1,dev,lime,dev_579,lime
738,like watching a dress rehearsal the week before the show goes up everything s in place but something s just a little off kilter,0,dev,attention,dev_738,attention
570,utterly lacking in charm wit and invention roberto benigni s pinocchio is an astonishingly bad film,2,dev,ig,dev_570,ig
649,for this reason and this reason only the power of its own steadfast hoity toity convictions chelsea walls deserves a medal,1,dev,lime,dev_649,lime
559,it does nothing new with the old story except to show fisticuffs in this sort of stop go slow motion that makes the gang rumbles look like they re being streamed over a 28 k modem,0,dev,attention,dev_559,attention
662,it s not the ultimate depression era gangster movie,1,dev,lime,dev_662,lime
643,a shapeless blob of desperate entertainment,0,dev,attention,dev_643,attention
337,an entertaining colorful action filled crime story with an intimate heart,4,dev,gradients,dev_337,gradients
208,offers much to enjoy and a lot to mull over in terms of love loyalty and the nature of staying friends,1,dev,lime,dev_208,lime
494,the last 20 minutes are somewhat redeeming but most of the movie is the same teenage american road trip drek we ve seen before only this time you have to read the fart jokes,2,dev,ig,dev_494,ig
361,the draw for big bad love is a solid performance by arliss howard,1,dev,lime,dev_361,lime
837,irwin is a man with enough charisma and audacity to carry a dozen films but this particular result is ultimately held back from being something greater,2,dev,ig,dev_837,ig
700,the so inept it s surreal dubbing featuring the voices of glenn close regis philbin and breckin meyer brings back memories of cheesy old godzilla flicks,1,dev,lime,dev_700,lime
278,the vivid lead performances sustain interest and empathy but the journey is far more interesting than the final destination,2,dev,ig,dev_278,ig
852,the end result is a film that s neither,4,dev,gradients,dev_852,gradients
715,it s a bad thing when a movie has about as much substance as its end credits blooper reel,0,dev,attention,dev_715,attention
702,one long string of cliches,1,dev,lime,dev_702,lime
816,not really bad so much as distasteful we need kidnapping suspense dramas right now like we need doomsday thrillers,0,dev,attention,dev_816,attention
851,the film tries too hard to be funny and tries too hard to be hip,3,dev,deeplift,dev_851,deeplift
42,writer director joe carnahan s grimy crime drama is a manual of precinct cliches but it moves fast enough to cover its clunky dialogue and lapses in logic,1,dev,lime,dev_42,lime
535,you really have to wonder how on earth anyone anywhere could have thought they d make audiences guffaw with a script as utterly diabolical as this,2,dev,ig,dev_535,ig
569,sacrifices the value of its wealth of archival foot age with its less than objective stance,4,dev,gradients,dev_569,gradients
65,may be far from the best of the series but it s assured wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation,0,dev,attention,dev_65,attention
69,it s fascinating to see how bettany and mcdowell play off each other,4,dev,gradients,dev_69,gradients
780,the overall effect is less like a children s movie than a recruitment film for future hollywood sellouts,2,dev,ig,dev_780,ig
253,no screen fantasy adventure in recent memory has the showmanship of clones last 45 minutes,3,dev,deeplift,dev_253,deeplift
420,part low rent godfather,2,dev,ig,dev_420,ig
783,jason x is positively anti darwinian nine sequels and 400 years later the teens are none the wiser and jason still kills on auto pilot,4,dev,gradients,dev_783,gradients
313,just as moving uplifting and funny as ever,4,dev,gradients,dev_313,gradients
673,turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock,0,dev,attention,dev_673,attention
148,a film about a young man finding god that is accessible and touching to the marrow,1,dev,lime,dev_148,lime
833,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment,2,dev,ig,dev_833,ig
395,the jabs it employs are short carefully placed and dead center,2,dev,ig,dev_395,ig
757,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned,1,dev,lime,dev_757,lime
455,thekids will probably stay amused at the kaleidoscope of big colorful characters,0,dev,attention,dev_455,attention
445,e ventually every idea in this film is flushed down the latrine of heroism,2,dev,ig,dev_445,ig
713,i sympathize with the plight of these families but the movie does n t do a very good job conveying the issue at hand,0,dev,attention,dev_713,attention
409,a pleasant enough romance with intellectual underpinnings the kind of movie that entertains even as it turns maddeningly predictable,1,dev,lime,dev_409,lime
3,uses sharp humor and insight into human nature to examine class conflict adolescent yearning the roots of friendship and sexual identity,1,dev,lime,dev_3,lime
489,velocity represents everything wrong with independent film as a commodified sold out concept on the american filmmaking scene,4,dev,gradients,dev_489,gradients
661,it s slow very very slow,3,dev,deeplift,dev_661,deeplift
359,more romantic more emotional and ultimately more satisfying than the teary eyed original,1,dev,lime,dev_359,lime
123,on this tricky topic tadpole is very much a step in the right direction with its blend of frankness civility and compassion,2,dev,ig,dev_123,ig
245,the emotions are raw and will strike a nerve with anyone who s ever had family trauma,1,dev,lime,dev_245,lime
37,you wo n t like roger but you will quickly recognize him,2,dev,ig,dev_37,ig
747,combining quick cut editing and a blaring heavy metal much of the time beck seems to be under the illusion that he s shooting the latest system of a down video,4,dev,gradients,dev_747,gradients
861,however it may please those who love movies that blare with pop songs young science fiction fans will stomp away in disgust,4,dev,gradients,dev_861,gradients
398,a magnificent drama well worth tracking down,0,dev,attention,dev_398,attention
689,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self importance,1,dev,lime,dev_689,lime
670,and when you re talking about a slapstick comedy that s a pretty big problem,2,dev,ig,dev_670,ig
446,i am sorry that i was unable to get the full brunt of the comedy,0,dev,attention,dev_446,attention
767,late marriage s stiffness is unlikely to demonstrate the emotional clout to sweep u s viewers off their feet,2,dev,ig,dev_767,ig
493,corpus collosum while undeniably interesting wore out its welcome well before the end credits rolled about 45 minutes in,0,dev,attention,dev_493,attention
201,it haunts horrifies startles and fascinates it is impossible to look away,1,dev,lime,dev_201,lime
243,there is a fabric of complex ideas here and feelings that profoundly deepen them,2,dev,ig,dev_243,ig
92,the magic of the film lies not in the mysterious spring but in the richness of its performances,1,dev,lime,dev_92,lime
287,candid and comfortable a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work,0,dev,attention,dev_287,attention
462,villeneuve spends too much time wallowing in bibi s generic angst there are a lot of shots of her gazing out windows,4,dev,gradients,dev_462,gradients
247,as unseemly as its title suggests,3,dev,deeplift,dev_247,deeplift
332,this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants revealing the human complexities beneath,0,dev,attention,dev_332,attention
294,it s hard to imagine alan arkin being better than he is in this performance,2,dev,ig,dev_294,ig
412,it s a work by an artist so in control of both his medium and his message that he can improvise like a jazzman,4,dev,gradients,dev_412,gradients
690,as a rumor of angels reveals itself to be a sudsy tub of supernatural hokum not even ms redgrave s noblest efforts can redeem it from hopeless sentimentality,0,dev,attention,dev_690,attention
96,it s also clearly great fun,2,dev,ig,dev_96,ig
732,plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche riddled but self serious spy thriller,2,dev,ig,dev_732,ig
427,director andrew niccol demonstrates a wry understanding of the quirks of fame,0,dev,attention,dev_427,attention
666,visually rather stunning but ultimately a handsome looking bore the true creativity would have been to hide treasure planet entirely and completely reimagine it,3,dev,deeplift,dev_666,deeplift
587,if you believe any of this i can make you a real deal on leftover enron stock that will double in value a week from friday,0,dev,attention,dev_587,attention
279,a painfully funny ode to bad behavior,2,dev,ig,dev_279,ig
222,it is amusing and that s all it needs to be,1,dev,lime,dev_222,lime
195,the far future may be awesome to consider but from period detail to matters of the heart this film is most transporting when it stays put in the past,1,dev,lime,dev_195,lime
393,jones does offer a brutal form of charisma,0,dev,attention,dev_393,attention
254,a poignant and compelling story about relationships food of love takes us on a bumpy but satisfying journey of the heart,3,dev,deeplift,dev_254,deeplift
224,a full world has been presented onscreen not some series of carefully structured plot points building to a pat resolution,2,dev,ig,dev_224,ig
342,good car chases great fight scenes and a distinctive blend of european american and asian influences,2,dev,ig,dev_342,ig
135,kinnear does n t aim for our sympathy but rather delivers a performance of striking skill and depth,2,dev,ig,dev_135,ig
169,"the movie is n t just hilarious
it s witty and inventive too and in hindsight it is n t even all that dumb",2,dev,ig,dev_169,ig
557,like you could n t smell this turkey rotting from miles away,2,dev,ig,dev_557,ig
529,too much of it feels unfocused and underdeveloped,3,dev,deeplift,dev_529,deeplift
35,here s yet another studio horror franchise mucking up its storyline with glitches casual fans could correct in their sleep,2,dev,ig,dev_35,ig
452,his comedy premises are often hackneyed or just plain crude calculated to provoke shocked laughter without following up on a deeper level,2,dev,ig,dev_452,ig
240,the film may appear naked in its narrative form but it goes deeper than that to fundamental choices that include the complexity of the catholic doctrine,1,dev,lime,dev_240,lime
607,what was once original has been co opted so frequently that it now seems pedestrian,4,dev,gradients,dev_607,gradients
528,while hill has learned new tricks the tricks alone are not enough to salvage this lifeless boxing film,0,dev,attention,dev_528,attention
364,cool,2,dev,ig,dev_364,ig
4,entertains by providing good lively company,2,dev,ig,dev_4,ig
327,harris commands the screen using his frailty to suggest the ravages of a life of corruption and ruthlessness,0,dev,attention,dev_327,attention
156,warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women water nature and sexuality,2,dev,ig,dev_156,ig
841,scorsese does n t give us a character worth giving a damn about,2,dev,ig,dev_841,ig
706,at once half baked and overheated,3,dev,deeplift,dev_706,deeplift
740,for all its technical virtuosity the film is so mired in juvenile and near xenophobic pedagogy that it s enough to make one pine for the day when godard can no longer handle the rigors of filmmaking,2,dev,ig,dev_740,ig
539,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers,2,dev,ig,dev_539,ig
271,it haunts you you ca n t forget it you admire its conception and are able to resolve some of the confusions you had while watching it,2,dev,ig,dev_271,ig
828,an unwise amalgam of broadcast news and vibes,0,dev,attention,dev_828,attention
647,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going,3,dev,deeplift,dev_647,deeplift
360,writer director s mehta s effort has tons of charm and the whimsy is in the mixture the intoxicating masala of cultures and film genres,0,dev,attention,dev_360,attention
220,with the bourne identity we return to the more traditional action genre,0,dev,attention,dev_220,attention
317,belongs to daniel day lewis as much as it belongs to martin scorsese it s a memorable performance in a big brassy disturbing unusual and highly successful film,0,dev,attention,dev_317,attention
517,when leguizamo finally plugged an irritating character late in the movie,0,dev,attention,dev_517,attention
153,an effectively creepy fear inducing not fear reducing film from japanese director hideo nakata who takes the superstitious curse on chain letters and actually applies it,4,dev,gradients,dev_153,gradients
668,there seems to be no clear path as to where the story s going or how long it s going to take to get there,0,dev,attention,dev_668,attention
763,directed in a paint by numbers manner,4,dev,gradients,dev_763,gradients
639,a better title for all concerned might be swept under the rug,2,dev,ig,dev_639,ig
233,funny but perilously slight,2,dev,ig,dev_233,ig
350,very psychoanalytical provocatively so and also refreshingly literary,2,dev,ig,dev_350,ig
549,uncommonly stylish but equally silly the picture fails to generate much suspense nor does it ask searching enough questions to justify its pretensions,2,dev,ig,dev_549,ig
146,will amuse and provoke adventurous adults in specialty venues,1,dev,lime,dev_146,lime
68,exquisitely nuanced in mood tics and dialogue this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling,0,dev,attention,dev_68,attention
618,harrison s flowers puts its heart in the right place but its brains are in no particular place at all,2,dev,ig,dev_618,ig
606,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines,0,dev,attention,dev_606,attention
823,there s not enough here to justify the almost two hours,2,dev,ig,dev_823,ig
433,richard gere and diane lane put in fine performances as does french actor oliver martinez,0,dev,attention,dev_433,attention
203,it is great summer fun to watch arnold and his buddy gerald bounce off a quirky cast of characters,0,dev,attention,dev_203,attention
800,complete lack of originality cleverness or even visible effort,3,dev,deeplift,dev_800,deeplift
641,hilariously inept and ridiculous,2,dev,ig,dev_641,ig
26,a rarity among recent iranian films it s a comedy full of gentle humor that chides the absurdity of its protagonist s plight,1,dev,lime,dev_26,lime
768,this time mr burns is trying something in the martin scorsese street realist mode but his self regarding sentimentality trips him up again,2,dev,ig,dev_768,ig
95,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda,2,dev,ig,dev_95,ig
442,nicks seemingly uncertain what s going to make people laugh runs the gamut from stale parody to raunchy sex gags to formula romantic comedy,2,dev,ig,dev_442,ig
381,whether writer director anne fontaine s film is a ghost story an account of a nervous breakdown a trip down memory lane all three or none of the above it is as seductive as it is haunting,4,dev,gradients,dev_381,gradients
786,as chick flicks go this one is pretty miserable resorting to string pulling rather than legitimate character development and intelligent plotting,2,dev,ig,dev_786,ig
257,aside from minor tinkering this is the same movie you probably loved in 1994 except that it looks even better,1,dev,lime,dev_257,lime
716,with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood windtalkers is nothing but a sticky sweet soap,2,dev,ig,dev_716,ig
365,it wants to tweak them with a taste of tangy new humor,1,dev,lime,dev_365,lime
62,this surreal gilliam esque film is also a troubling interpretation of ecclesiastes,2,dev,ig,dev_62,ig
185,my thoughts were focused on the characters,2,dev,ig,dev_185,ig
504,this one is definitely one to skip even for horror movie fanatics,2,dev,ig,dev_504,ig
742,and the lesson in the end is nothing new,0,dev,attention,dev_742,attention
194,an operatic sprawling picture that s entertainingly acted magnificently shot and gripping enough to sustain most of its 170 minute length,0,dev,attention,dev_194,attention
407,mostly martha is a bright light modern day family parable that wears its heart on its sleeve for all to see,4,dev,gradients,dev_407,gradients
49,ultimately feels empty and unsatisfying like swallowing a communion wafer without the wine,0,dev,attention,dev_49,attention
500,it appears that something has been lost in the translation to the screen,3,dev,deeplift,dev_500,deeplift
187,one of the more intelligent children s movies to hit theaters this year,0,dev,attention,dev_187,attention
638,plays like a volatile and overlong w magazine fashion spread,0,dev,attention,dev_638,attention
416,oscar wilde s masterpiece the importance of being earnest may be the best play of the 19th century,0,dev,attention,dev_416,attention
89,an intriguing cinematic omnibus and round robin that occasionally is more interesting in concept than in execution,0,dev,attention,dev_89,attention
831,mattei is tiresomely grave and long winded as if circularity itself indicated profundity,0,dev,attention,dev_831,attention
166,manages to be sweet and wickedly satisfying at the same time,2,dev,ig,dev_166,ig
14,lawrence bounces all over the stage dancing running sweating mopping his face and generally displaying the wacky talent that brought him fame in the first place,4,dev,gradients,dev_14,gradients
307,if the first men in black was money the second is small change,0,dev,attention,dev_307,attention
414,a very well made funny and entertaining picture,4,dev,gradients,dev_414,gradients
784,to say this was done better in wilder s some like it hot is like saying the sun rises in the east,4,dev,gradients,dev_784,gradients
15,what s surprising about full frontal is that despite its overt self awareness parts of the movie still manage to break past the artifice and thoroughly engage you,0,dev,attention,dev_15,attention
293,a gorgeous high spirited musical from india that exquisitely blends music dance song and high drama,2,dev,ig,dev_293,ig
468,the piquant story needs more dramatic meat on its bones,2,dev,ig,dev_468,ig
636,do n t be fooled by the impressive cast list eye see you is pure junk,2,dev,ig,dev_636,ig
288,bennett s naturalistic performance speaks volumes more truth than any reality show and anybody contemplating their own drastic life changes should watch some body first,0,dev,attention,dev_288,attention
326,every dance becomes about seduction where backstabbing and betrayals are celebrated and sex is currency,0,dev,attention,dev_326,attention
867,designed to provide a mix of smiles and tears crossroads instead provokes a handful of unintentional howlers and numerous yawns,2,dev,ig,dev_867,ig
708,it s too bad that the helping hand he uses to stir his ingredients is also a heavy one,0,dev,attention,dev_708,attention
44,while the ideas about techno saturation are far from novel they re presented with a wry dark humor,0,dev,attention,dev_44,attention
682,it can not be enjoyed even on the level that one enjoys a bad slasher flick primarily because it is dull,3,dev,deeplift,dev_682,deeplift
599,a very long movie dull in stretches with entirely too much focus on meal preparation and igloo construction,2,dev,ig,dev_599,ig
582,too often the viewer is n t reacting to humor so much as they are wincing back in repugnance,2,dev,ig,dev_582,ig
472,there is no pleasure in watching a child suffer,2,dev,ig,dev_472,ig
741,american chai encourages rueful laughter at stereotypes only an indian american would recognize,1,dev,lime,dev_741,lime
300,there s really only one good idea in this movie but the director runs with it and presents it with an unforgettable visual panache,1,dev,lime,dev_300,lime
510,it takes a strange kind of laziness to waste the talents of robert forster anne meara eugene levy and reginald veljohnson all in the same movie,2,dev,ig,dev_510,ig
258,uses high comedy to evoke surprising poignance,2,dev,ig,dev_258,ig
345,grant s bumbling magic takes over the film and it turns out to be another winning star vehicle,4,dev,gradients,dev_345,gradients
45,an infectious cultural fable with a tasty balance of family drama and frenetic comedy,0,dev,attention,dev_45,attention
270,macdowell whose wifty southern charm has anchored lighter affairs brings an absolutely riveting conviction to her role,0,dev,attention,dev_270,attention
441,without non stop techno or the existential overtones of a kieslowski morality tale maelström is just another winter sleepers,0,dev,attention,dev_441,attention
560,the film contains no good jokes no good scenes barely a moment when carvey s saturday night live honed mimicry rises above the level of embarrassment,3,dev,deeplift,dev_560,deeplift
147,you do n t have to know about music to appreciate the film s easygoing blend of comedy and romance,3,dev,deeplift,dev_147,deeplift
165,rare birds has more than enough charm to make it memorable,0,dev,attention,dev_165,attention
728,sit through this one and you wo n t need a magic watch to stop time your dvd player will do it for you,1,dev,lime,dev_728,lime
127,the film s performances are thrilling,2,dev,ig,dev_127,ig
18,it provides the grand intelligent entertainment of a superior cast playing smart people amid a compelling plot,2,dev,ig,dev_18,ig
171,ahhhh revenge is sweet,2,dev,ig,dev_171,ig
457,the best that can be said about the work here of scottish director ritchie is that he obviously does n t have his heart in it,2,dev,ig,dev_457,ig
128,even in its most tedious scenes russian ark is mesmerizing,4,dev,gradients,dev_128,gradients
760,i can take infantile humor but this is the sort of infantile that makes you wonder about changing the director and writer s diapers,4,dev,gradients,dev_760,gradients
403,nothing is sacred in this gut buster,2,dev,ig,dev_403,ig
52,without ever becoming didactic director carlos carrera expertly weaves this novelistic story of entangled interrelationships and complex morality,0,dev,attention,dev_52,attention
10,the band s courage in the face of official repression is inspiring especially for aging hippies this one included,1,dev,lime,dev_10,lime
624,it s one of those baseball pictures where the hero is stoic the wife is patient the kids are as cute as all get out and the odds against success are long enough to intimidate but short enough to make a dream seem possible,1,dev,lime,dev_624,lime
47,add yet another hat to a talented head clooney s a good director,1,dev,lime,dev_47,lime
318,an exhilarating futuristic thriller noir minority report twists the best of technology around a gripping story delivering a riveting pulse intensifying escapist adventure of the first order,0,dev,attention,dev_318,attention
839,it all feels like a monty python sketch gone horribly wrong,0,dev,attention,dev_839,attention
737,it s everything you do n t go to the movies for,2,dev,ig,dev_737,ig
260,vera s three actors mollà gil and bardem excel in insightful empathetic performances,4,dev,gradients,dev_260,gradients
396,there s a wickedly subversive bent to the best parts of birthday girl,2,dev,ig,dev_396,ig
305,the vitality of the actors keeps the intensity of the film high even as the strafings blend together,4,dev,gradients,dev_305,gradients
471,it s dumb but more importantly it s just not scary,4,dev,gradients,dev_471,gradients
627,a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it,2,dev,ig,dev_627,ig
789,it ca n t decide if it wants to be a mystery thriller a romance or a comedy,4,dev,gradients,dev_789,gradients
853,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable,1,dev,lime,dev_853,lime
155,a subtle and well crafted for the most part chiller,0,dev,attention,dev_155,attention
120,if you can stomach the rough content it s worth checking out for the performances alone,1,dev,lime,dev_120,lime
372,the sort of film that makes me miss hitchcock but also feel optimistic that there s hope for popular cinema yet,0,dev,attention,dev_372,attention
530,a giggle a minute,1,dev,lime,dev_530,lime
567,the film s few ideas are stretched to the point of evaporation the whole central section is one big chase that seems to have no goal and no urgency,2,dev,ig,dev_567,ig
645,given how heavy handed and portent heavy it is this could be the worst thing soderbergh has ever done,2,dev,ig,dev_645,ig
594,what the director ca n t do is make either of val kilmer s two personas interesting or worth caring about,2,dev,ig,dev_594,ig
358,birthday girl is an amusing joy ride with some surprisingly violent moments,0,dev,attention,dev_358,attention
130,reggio s continual visual barrage is absorbing as well as thought provoking,4,dev,gradients,dev_130,gradients
543,not only unfunny but downright repellent,0,dev,attention,dev_543,attention
191,for anyone unfamiliar with pentacostal practices in general and theatrical phenomenon of hell houses in particular it s an eye opener,2,dev,ig,dev_191,ig
9,you ll gasp appalled and laugh outraged and possibly watching the spectacle of a promising young lad treading desperately in a nasty sea shed an errant tear,2,dev,ig,dev_9,ig
752,nonsensical dull cyber horror flick is a grim hollow exercise in flat scares and bad acting,3,dev,deeplift,dev_752,deeplift
629,the script is n t very good not even someone as gifted as hoffman the actor can make it work,0,dev,attention,dev_629,attention
492,though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that s potentially moving the movie is too predictable and too self conscious to reach a level of high drama,2,dev,ig,dev_492,ig
76,neither parker nor donovan is a typical romantic lead but they bring a fresh quirky charm to the formula,4,dev,gradients,dev_76,gradients
537,chokes on its own depiction of upper crust decorum,4,dev,gradients,dev_537,gradients
644,feels too formulaic and too familiar to produce the transgressive thrills of early underground work,2,dev,ig,dev_644,ig
404,filmmakers who can deftly change moods are treasures and even marvels,0,dev,attention,dev_404,attention
868,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so,2,dev,ig,dev_868,ig
276,challenging intermittently engrossing and unflaggingly creative,2,dev,ig,dev_276,ig
204,bleakly funny its characters all the more touching for refusing to pity or memorialize themselves,1,dev,lime,dev_204,lime
444,the script kicks in and mr hartley s distended pace and foot dragging rhythms follow,2,dev,ig,dev_444,ig
394,despite its title punch drunk love is never heavy handed,2,dev,ig,dev_394,ig
13,as surreal as a dream and as detailed as a photograph as visually dexterous as it is at times imaginatively overwhelming,0,dev,attention,dev_13,attention
459,slick piece of cross promotion,1,dev,lime,dev_459,lime
281,charles entertaining film chronicles seinfeld s return to stand up comedy after the wrap of his legendary sitcom alongside wannabe comic adams attempts to get his shot at the big time,1,dev,lime,dev_281,lime
411,a spellbinding african film about the modern condition of rootlessness a state experienced by millions around the globe,1,dev,lime,dev_411,lime
389,a delightful coming of age story,1,dev,lime,dev_389,lime
162,one of creepiest scariest movies to come along in a long long time easily rivaling blair witch or the others,1,dev,lime,dev_162,lime
563,in execution this clever idea is far less funny than the original killers from space,2,dev,ig,dev_563,ig
8,unlike the speedy wham bam effect of most hollywood offerings character development and more importantly character empathy is at the heart of italian for beginners,1,dev,lime,dev_8,lime
356,preaches to two completely different choirs at the same time which is a pretty amazing accomplishment,0,dev,attention,dev_356,attention
349,escaping the studio piccoli is warmly affecting and so is this adroitly minimalist movie,2,dev,ig,dev_349,ig
183,chaiken s talent lies in an evocative accurate observation of a distinctive milieu and in the lively convincing dialogue she creates for her characters,0,dev,attention,dev_183,attention
677,sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects not the least of which is rebecca romijn stamos,2,dev,ig,dev_677,ig
709,of course by more objective measurements it s still quite bad,0,dev,attention,dev_709,attention
41,a celebration of quirkiness eccentricity and certain individuals tendency to let it all hang out and damn the consequences,1,dev,lime,dev_41,lime
223,among the year s most intriguing explorations of alientation,1,dev,lime,dev_223,lime
87,still as a visual treat the film is almost unsurpassed,2,dev,ig,dev_87,ig
697,an overemphatic would be wacky ultimately tedious sex farce,0,dev,attention,dev_697,attention
375,de niro is a veritable source of sincere passion that this hollywood contrivance orbits around,1,dev,lime,dev_375,lime
121,looking aristocratic luminous yet careworn in jane hamilton s exemplary costumes rampling gives a performance that could not be improved upon,2,dev,ig,dev_121,ig
85,the very definition of the small movie but it is a good stepping stone for director sprecher,1,dev,lime,dev_85,lime
269,gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who in spite of tragic loss and increasing decrepitude knows in his bones that he is one of the luckiest men alive,0,dev,attention,dev_269,attention
216,martin and barbara are complex characters sometimes tender sometimes angry and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid,0,dev,attention,dev_216,attention
256,not since tom cruise in risky business has an actor made such a strong impression in his underwear,3,dev,deeplift,dev_256,deeplift
454,they should have called it gutterball,4,dev,gradients,dev_454,gradients
133,sade is an engaging look at the controversial eponymous and fiercely atheistic hero,2,dev,ig,dev_133,ig
605,a sequel that s much too big for its britches,4,dev,gradients,dev_605,gradients
206,the wild thornberrys movie is a jolly surprise,4,dev,gradients,dev_206,gradients
321,pumpkin takes an admirable look at the hypocrisy of political correctness but it does so with such an uneven tone that you never know when humor ends and tragedy begins,4,dev,gradients,dev_321,gradients
779,partway through watching this saccharine easter egg colored concoction you realize that it is made up of three episodes of a rejected tv show,2,dev,ig,dev_779,ig
172,yakusho and shimizu create engaging characterizations in imamura s lively and enjoyable cultural mix,4,dev,gradients,dev_172,gradients
799,shaky close ups of turkey on rolls stubbly chins liver spots red noses and the filmmakers new bobbed do draw easy chuckles but lead nowhere,4,dev,gradients,dev_799,gradients
681,i ve always dreamed of attending cannes but after seeing this film it s not that big a deal,4,dev,gradients,dev_681,gradients
115,d oes n t bother being as cloying or preachy as equivalent evangelical christian movies maybe the filmmakers know that the likely audience will already be among the faithful,2,dev,ig,dev_115,ig
808,the movie fails to live up to the sum of its parts,2,dev,ig,dev_808,ig
341,it s great escapist fun that recreates a place and time that will never happen again,4,dev,gradients,dev_341,gradients
601,a science fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left,4,dev,gradients,dev_601,gradients
580,a tv style murder mystery with a few big screen moments including one that seems to be made for a different film altogether,2,dev,ig,dev_580,ig
225,seldom has a movie so closely matched the spirit of a man and his work,4,dev,gradients,dev_225,gradients
434,the minor figures surrounding bobby form a gritty urban mosaic,1,dev,lime,dev_434,lime
497,involves two mysteries one it gives away and the other featuring such badly drawn characters that its outcome hardly matters,2,dev,ig,dev_497,ig
315,it will grip even viewers who are n t interested in rap as it cuts to the heart of american society in an unnerving way,1,dev,lime,dev_315,lime
38,and that s a big part of why we go to the movies,2,dev,ig,dev_38,ig
277,but it s too long and too convoluted and it ends in a muddle,0,dev,attention,dev_277,attention
804,on the whole the movie lacks wit feeling and believability to compensate for its incessant coarseness and banality,2,dev,ig,dev_804,ig
131,it all adds up to good fun,2,dev,ig,dev_131,ig
776,sticky sweet sentimentality clumsy plotting and a rosily myopic view of life in the wwii era mississippi delta undermine this adaptation,2,dev,ig,dev_776,ig
474,the movie s accumulated force still feels like an ugly knot tightening in your stomach,4,dev,gradients,dev_474,gradients
523,the experience of going to a film festival is a rewarding one the experiencing of sampling one through this movie is not,1,dev,lime,dev_523,lime
766,routine harmless diversion and little else,3,dev,deeplift,dev_766,deeplift
353,on the heels of the ring comes a similarly morose and humorless horror movie that although flawed is to be commended for its straight ahead approach to creepiness,3,dev,deeplift,dev_353,deeplift
303,puts a human face on a land most westerners are unfamiliar with,2,dev,ig,dev_303,ig
654,all that s missing is the spontaneity originality and delight,1,dev,lime,dev_654,lime
795,deadeningly dull mired in convoluted melodrama nonsensical jargon and stiff upper lip laboriousness,0,dev,attention,dev_795,attention
640,this movie seems to have been written using mad libs,4,dev,gradients,dev_640,gradients
514,the reality of the new live action pinocchio he directed cowrote and starred in borders on the grotesque,2,dev,ig,dev_514,ig
387,a breezy romantic comedy that has the punch of a good sitcom while offering exceptionally well detailed characters,0,dev,attention,dev_387,attention
769,while there s something intrinsically funny about sir anthony hopkins saying get in the car bitch this jerry bruckheimer production has little else to offer,3,dev,deeplift,dev_769,deeplift
