,Unnamed: 0,text,label,exp_split,label_id,annotation_id,feat
877,877,its gross out gags and colorful set pieces are of course stultifyingly contrived and too stylized by half,3,train,lime,test_877,deeplift
549,549,ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier,1,train,gradients,test_549,ig
755,755,evokes a little of the fear that parents have for the possible futures of their children and the sometimes bad choices mothers and fathers make in the interests of doing them good,3,train,lime,test_755,lime
434,434,a sensitive and expertly acted crowd pleaser that is n t above a little broad comedy and a few unabashedly sentimental tears,0,train,ig,test_434,ig
926,926,i do n t have an i am sam clue,4,train,attention,test_926,ig
219,219,presents an astute appraisal of middle american musical torpor and the desperate struggle to escape it,1,train,gradients,test_219,deeplift
692,692,hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette s dialogue,4,train,attention,test_692,attention
1279,1279,the acting by the over 25s lacks spark with csokas particularly unconnected,2,train,others,test_1279,attention
490,490,antwone fisher is an earnest by the numbers effort by washington,3,train,lime,test_490,gradients
1081,1081,there s plenty of style in guillermo del toro s sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n t sustain more than 90 minutes,0,train,ig,test_1081,attention
115,115,it will delight newcomers to the story and those who know it from bygone days,0,train,ig,test_115,lime
731,731,achieves a sort of filmic epiphany that revels in the true potential of the medium,0,train,ig,test_731,gradients
947,947,uncertain in tone a garbled exercise in sexual politics a junior varsity short cuts by way of very bad things,4,train,attention,test_947,attention
558,558,not so much a movie as a picture book for the big screen,0,train,ig,test_558,attention
48,48,everytime you think undercover brother has run out of steam it finds a new way to surprise and amuse,0,train,ig,test_48,lime
616,616,but fans should have fun meeting a brand new pokemon called celebi,3,train,lime,test_616,lime
1626,1626,beyond a handful of mildly amusing lines there just is n t much to laugh at,1,train,gradients,test_1626,ig
620,620,the movie has lots of dancing and fabulous music,3,train,lime,test_620,attention
261,261,it s one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental,0,train,ig,test_261,lime
612,612,it s hard not to be seduced by witherspoon s charisma even in this run of the mill vehicle because this girl knows how to drive it to the max,4,train,attention,test_612,lime
1239,1239,but buying into sham truths and routine indie filmmaking freundlich has made just another safe movie,2,train,others,test_1239,lime
1014,1014,it s the kind of movie that ends up festooning u s art house screens for no reason other than the fact that it s in french well mostly with english subtitles and is magically significant because of that,3,train,lime,test_1014,lime
1760,1760,an overblown clunker full of bad jokes howling cliches and by the numbers action sequences,1,train,gradients,test_1760,attention
1358,1358,there s something fundamental missing from this story something or someone to care about,0,train,ig,test_1358,ig
560,560,it s one of the most honest films ever made about hollywood,2,train,others,test_560,attention
707,707,at times funny and at other times candidly revealing it s an intriguing look at two performers who put themselves out there because they love what they do,4,train,attention,test_707,attention
1803,1803,rainy days and movies about the disintegration of families always get me down,4,train,attention,test_1803,attention
1766,1766,with generic sets and b grade special effects jason is about as convincing on the sci fi front as tv s defunct cleopatra 2525,4,train,attention,test_1766,ig
872,872,highlights are the terrific performances by christopher plummer as the prime villain and nathan lane as vincent crummles the eccentric theater company manager,1,train,gradients,test_872,attention
30,30,ms fulford wierzbicki is almost spooky in her sulky calculating lolita turn,2,train,others,test_30,gradients
1679,1679,city by the sea is the cinematic equivalent of defensive driving it s careful conscientious and makes no major mistakes,3,train,lime,test_1679,gradients
1105,1105,the film might have been more satisfying if it had in fact been fleshed out a little more instead of going for easy smiles,3,train,lime,test_1105,deeplift
553,553,this warm and gentle romantic comedy has enough interesting characters to fill several movies and its ample charms should win over the most hard hearted cynics,3,train,lime,test_553,gradients
763,763,dolgin and franco fashion a fascinating portrait of a vietnamese born youngster who eagerly and easily assimilated as an all american girl with a brand new name in southern tennessee,1,train,gradients,test_763,lime
1464,1464,if you pitch your expectations at an all time low you could do worse than this oddly cheerful but not particularly funny body switching farce,4,train,attention,test_1464,gradients
774,774,a wildly funny prison caper,4,train,attention,test_774,lime
129,129,more a load of enjoyable conan esque claptrap than the punishing special effects soul assaults the mummy pictures represent,0,train,ig,test_129,lime
635,635,flavorful and romantic you could call this how martha got her groove back assuming that is she ever had one to begin with,1,train,gradients,test_635,lime
555,555,this is a happy throwback to the time when cartoons were cinema s most idiosyncratic form instead of one of its most predictable,3,train,lime,test_555,gradients
848,848,this is a terrific character study a probe into the life of a complex man,4,train,attention,test_848,attention
1365,1365,the latest installment in the pokemon canon pokemon 4ever is surprising less moldy and trite than the last two likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace,1,train,gradients,test_1365,lime
455,455,smith s point is simple and obvious people s homes are extensions of themselves and particularly eccentric people have particularly eccentric living spaces but his subjects are charmers,4,train,attention,test_455,ig
163,163,those outside show business will enjoy a close look at people they do n t really want to know,1,train,gradients,test_163,lime
1731,1731,no number of fantastic sets extras costumes and spectacular locales can disguise the emptiness at the center of the story,0,train,ig,test_1731,ig
1448,1448,well shot but badly written tale set in a future ravaged by dragons,3,train,lime,test_1448,attention
1051,1051,an ultra low budget indie debut that smacks more of good intentions than talent,4,train,attention,test_1051,ig
1076,1076,the last time i saw a theater full of people constantly checking their watches was during my sats,3,train,lime,test_1076,ig
42,42,an engaging overview of johnson s eccentric career,0,train,ig,test_42,ig
1097,1097,it s a prison soccer movie starring charismatic tough guy vinnie jones but it had too much spitting for me to enjoy,4,train,attention,test_1097,ig
885,885,a blessed gift to film geeks and historians,1,train,gradients,test_885,attention
1704,1704,a movie that tries to fuse the two woods but winds up a bolly holly masala mess,2,train,others,test_1704,attention
1484,1484,when she speaks her creepy egyptian demigod voice is as computer processed and overproduced as it was in her music,4,train,attention,test_1484,deeplift
281,281,an intelligent fiction about learning through cultural clash,0,train,ig,test_281,ig
933,933,the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than say ten make that three minutes,0,train,ig,test_933,attention
1601,1601,kwan makes the mix and match metaphors intriguing while lulling us into torpor with his cultivated allergy to action,4,train,attention,test_1601,lime
959,959,the production values are up there,2,train,others,test_959,attention
1341,1341,will probably stay in the shadow of its two older more accessible qatsi siblings,4,train,attention,test_1341,attention
1028,1028,it would n t be my preferred way of spending 100 minutes or 7 00,4,train,attention,test_1028,attention
1631,1631,dialogue heavy and too cerebral for its own good or at any rate too cerebral for its racy subject matter,0,train,ig,test_1631,attention
170,170,whether you re moved and love it or bored or frustrated by the film you ll still feel something,0,train,ig,test_170,lime
1798,1798,while the mystery surrounding the nature of the boat s malediction remains intriguing enough to sustain mild interest the picture refuses to offer much accompanying sustenance in the way of characterization humor or plain old popcorn fun,0,train,ig,test_1798,ig
1286,1286,demme s loose approach kills the suspense,3,train,lime,test_1286,ig
996,996,lovingly choreographed bloodshed taking place in a pristine movie neverland basically,0,train,ig,test_996,lime
1819,1819,never sinks into exploitation,0,train,ig,test_1819,ig
238,238,if you re like me a sucker for a good old fashion romance and someone who shamelessly loves to eat then mostly martha offers all the perfect ingredients to more than satisfy your appetite,4,train,attention,test_238,lime
401,401,villeneuve seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death,3,train,lime,test_401,ig
596,596,a breezy diverting conventional well acted tale of two men locked in an ongoing game of cat and cat,1,train,gradients,test_596,deeplift
667,667,de oliveira creates an emotionally rich poetically plump and visually fulsome but never showy film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli,0,train,ig,test_667,ig
512,512,like dickens with his passages mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel,2,train,others,test_512,lime
1619,1619,the irwins emerge unscathed but the fictional footage is unconvincing and criminally badly acted,4,train,attention,test_1619,gradients
379,379,there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory,0,train,ig,test_379,lime
923,923,instead we just get messy anger a movie as personal therapy,1,train,gradients,test_923,ig
1318,1318,not only does the movie fail to make us part of its reality it fails the most basic relevancy test as well,0,train,ig,test_1318,deeplift
155,155,it s traditional moviemaking all the way but it s done with a lot of careful period attention as well as some very welcome wit,2,train,others,test_155,attention
1368,1368,the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,4,train,attention,test_1368,lime
890,890,it s a pleasure to see seinfeld griping about the biz with buddies chris rock garry shandling and colin quinn,4,train,attention,test_890,lime
1038,1038,not so much funny as aggressively sitcom cute it s full of throwaway one liners not quite jokes and a determined tv amiability that allen personifies,1,train,gradients,test_1038,lime
925,925,the ending is a cop out,2,train,others,test_925,ig
1370,1370,if this is satire it s the smug and self congratulatory kind that lets the audience completely off the hook,3,train,lime,test_1370,ig
530,530,skip work to see it at the first opportunity,4,train,attention,test_530,ig
1796,1796,what s at stake in this film is nothing more than an obsolete if irritating notion of class,2,train,others,test_1796,deeplift
765,765,funny and at times poignant the film from director george hickenlooper all takes place in pasadena a city where people still read,3,train,lime,test_765,lime
1263,1263,matthew mcconaughey tries and fails to control the screen with swaggering machismo and over the top lunacy,1,train,gradients,test_1263,ig
1003,1003,choose your reaction a that sure is funny,3,train,lime,test_1003,attention
950,950,stars matthew perry and elizabeth hurley illicit more than a chuckle and more jokes land than crash but ultimately serving sara does n t distinguish itself from the herd,4,train,attention,test_950,ig
1252,1252,extremely confusing,3,train,lime,test_1252,ig
1387,1387,reggio s trippy ambitious downer can also sometimes come across like nothing more than a glorified nike ad,4,train,attention,test_1387,deeplift
1200,1200,a modest and messy metaphysical thriller offering more questions than answers,1,train,gradients,test_1200,ig
1377,1377,marisa tomei is good but just a kiss is just a mess,3,train,lime,test_1377,ig
982,982,it s also heavy handed and devotes too much time to bigoted views,4,train,attention,test_982,deeplift
813,813,a haunting vision with images that seem more like disturbing hallucinations,1,train,gradients,test_813,gradients
1060,1060,ritchie s treatment of the class reversal is majorly ham fisted from the repetitive manifestos that keep getting thrown in people s faces to the fact amber is such a joke,4,train,attention,test_1060,deeplift
684,684,a miniscule little bleep on the film radar but one that many more people should check out,0,train,ig,test_684,lime
800,800,novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non actors and a gritty no budget approach,1,train,gradients,test_800,lime
1258,1258,how did it ever get made,3,train,lime,test_1258,lime
409,409,a distant even sterile yet compulsively watchable look at the sordid life of hogan s heroes star bob crane,4,train,attention,test_409,gradients
993,993,marries the amateurishness of the blair witch project with the illogic of series 7 the contenders to create a completely crass and forgettable movie,3,train,lime,test_993,ig
237,237,münch s genuine insight makes the film s occasional overindulgence forgivable,0,train,ig,test_237,attention
296,296,foster nails the role giving a tight focused performance illuminated by shards of feeling,4,train,attention,test_296,attention
200,200,elling portrayed with quiet fastidiousness by per christian ellefsen is a truly singular character one whose frailties are only slightly magnified versions of the ones that vex nearly everyone,1,train,gradients,test_200,gradients
375,375,there are moments in this account of the life of artist frida kahlo that are among cinema s finest this year,0,train,ig,test_375,attention
1256,1256,one minute you think you re watching a serious actioner the next it s as though clips from the pink panther strikes again and or sailor moon have been spliced in,4,train,attention,test_1256,attention
99,99,a gentle compassionate drama about grief and healing,0,train,ig,test_99,gradients
686,686,do n t plan on the perfect ending but sweet home alabama hits the mark with critics who escaped from a small town life,1,train,gradients,test_686,lime
647,647,so young so smart such talent such a wise,4,train,attention,test_647,gradients
109,109,merely as a technical logistical feat russian ark marks a cinematic milestone,0,train,ig,test_109,lime
179,179,a somewhat crudely constructed but gripping questing look at a person so racked with self loathing he becomes an enemy to his own race,4,train,attention,test_179,lime
622,622,an incredibly clever and superbly paced caper filled with scams within scams within scams,1,train,gradients,test_622,ig
1157,1157,mark me down as a non believer in werewolf films that are not serious and rely on stupidity as a substitute for humor,4,train,attention,test_1157,deeplift
630,630,hilarious touching and wonderfully dyspeptic,0,train,ig,test_630,lime
1327,1327,a long winded predictable scenario,2,train,others,test_1327,deeplift
1807,1807,it s so underwritten that you ca n t figure out just where the other characters including ana s father and grandfather come down on the issue of ana s future,3,train,lime,test_1807,ig
158,158,a very funny movie,0,train,ig,test_158,gradients
1706,1706,their film falters however in its adherence to the disney philosophy of required poignancy a salute that i d hoped the movie would avoid,4,train,attention,test_1706,attention
134,134,ray liotta and jason patric do some of their best work in their underwritten roles but do n t be fooled nobody deserves any prizes here,0,train,ig,test_134,gradients
485,485,the laser projected paintings provide a spell casting beauty while russell and dreyfus are a romantic pairing of hearts preciously exposed as history corners them,1,train,gradients,test_485,lime
887,887,thoughtful even stinging at times and lots of fun,1,train,gradients,test_887,attention
52,52,the invincible werner herzog is alive and well and living in la,0,train,ig,test_52,attention
1761,1761,without a strong script and energetic acting dogma films can produce the same sleep inducing effects as watching your neighbor s home videos,4,train,attention,test_1761,attention
1251,1251,extremely dumb,1,train,gradients,test_1251,ig
329,329,often gruelling and heartbreaking to witness but seldahl and wollter s sterling performances raise this far above the level of the usual maudlin disease movie,1,train,gradients,test_329,lime
968,968,ethan hawke has always fancied himself the bastard child of the beatnik generation and it s all over his chelsea walls,3,train,lime,test_968,gradients
736,736,eight crazy nights is a showcase for sandler s many talents,4,train,attention,test_736,attention
754,754,here adrian lyne comes as close to profundity as he is likely to get,0,train,ig,test_754,gradients
1023,1023,arnold s jump from little screen to big will leave frowns on more than a few faces,3,train,lime,test_1023,gradients
1676,1676,but like bruce springsteen s gone to pot asbury park new jersey this sad sack waste of a movie is a city of ruins,4,train,attention,test_1676,deeplift
1503,1503,automatically pegs itself for the straight to video sci fi rental shelf,0,train,ig,test_1503,gradients
22,22,however it lacks grandeur and that epic quality often associated with stevenson s tale as well as with earlier disney efforts,1,train,gradients,test_22,gradients
784,784,a film that takes you inside the rhythms of its subject you experience it as you watch,1,train,gradients,test_784,ig
473,473,led by griffin s smartly nuanced performance and enthusiasm the cast has a lot of fun with the material,0,train,ig,test_473,attention
608,608,just another fish out of water story that barely stays afloat,1,train,gradients,test_608,ig
1659,1659,for a film about two mismatched buddies crystal and de niro share little screen time and even less chemistry,3,train,lime,test_1659,attention
1433,1433,it will come as no surprise that the movie is n t scary,4,train,attention,test_1433,attention
1763,1763,schindler s list it ai n t,3,train,lime,test_1763,attention
289,289,this is such a high energy movie where the drumming and the marching are so excellent who cares if the story s a little weak,0,train,ig,test_289,lime
467,467,a teasing drama whose relentless good deed bad deed reversals are just interesting enough to make a sinner like me pray for an even more interesting less symmetrical less obviously cross shaped creation,0,train,ig,test_467,lime
604,604,this is a raw and disturbing tale that took five years to make and the trio s absorbing narrative is a heart wrenching showcase indeed,4,train,attention,test_604,ig
66,66,this is a startling film that gives you a fascinating albeit depressing view of iranian rural life close to the iraqi border,0,train,ig,test_66,lime
451,451,breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not so stock characters,2,train,others,test_451,lime
1754,1754,even if britney spears is really cute her movie is really bad,0,train,ig,test_1754,ig
1040,1040,the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is n t as flippant or slick as it thinks it is,3,train,lime,test_1040,attention
1785,1785,abandon all hope ye who enter here you should definitely let dante s gloomy words be your guide,4,train,attention,test_1785,ig
1329,1329,although trying to balance self referential humor and a normal ol slasher plot seemed like a decent endeavor the result does n t fully satisfy either the die hard jason fans or those who can take a good joke,0,train,ig,test_1329,ig
143,143,if you can get past the fantastical aspects and harsh realities of the isle you ll get a sock you in the eye flick that is a visual tour de force and a story that is unlike any you will likely see anywhere else,0,train,ig,test_143,lime
1403,1403,never again swings between false sentiment and unfunny madcap comedy and along the way expects the audience to invest in the central relationship as some kind of marriage of true minds,4,train,attention,test_1403,ig
716,716,smart science fiction for grown ups with only a few false steps along the way,1,train,gradients,test_716,lime
1152,1152,vile and tacky are the two best adjectives to describe ghost ship,4,train,attention,test_1152,ig
1344,1344,the film falls back on the same old formula of teen sex outrageous pranks and scenes designed to push the envelope of bad taste for laughs,1,train,gradients,test_1344,deeplift
1352,1352,what parents will suspect is that they re watching a 76 minute commercial,2,train,others,test_1352,gradients
532,532,offers enough playful fun to entertain the preschool set while embracing a wholesome attitude,2,train,others,test_532,attention
1144,1144,the thrill is long gone,2,train,others,test_1144,ig
682,682,about nowhere kids who appropriated turfs as they found them and become self made celebrity athletes a low down version of the american dream,4,train,attention,test_682,ig
89,89,a romantic comedy that operates by the rules of its own self contained universe,1,train,gradients,test_89,attention
221,221,one of the greatest romantic comedies of the past decade,1,train,gradients,test_221,attention
1285,1285,all this turns out to be neither funny nor provocative only dull,2,train,others,test_1285,gradients
1131,1131,"the premise is in extremely bad taste and
the film s supposed insights are so poorly thought out and substance free that even a high school senior taking his or her first psychology class could dismiss them",4,train,attention,test_1131,attention
472,472,the inherent strength of the material as well as the integrity of the filmmakers gives this coming of age story restraint as well as warmth,0,train,ig,test_472,ig
623,623,there s not much more to this adaptation of the nick hornby novel than charm effortless pleasurable featherweight charm,1,train,gradients,test_623,attention
1550,1550,just a big mess of a movie full of images and events but no tension or surprise,3,train,lime,test_1550,attention
1492,1492,abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists,3,train,lime,test_1492,gradients
1469,1469,do n t let your festive spirit go this far,3,train,lime,test_1469,lime
1547,1547,preposterous and tedious sonny is spiked with unintentional laughter that unfortunately occurs too infrequently to make the film even a guilty pleasure,4,train,attention,test_1547,attention
420,420,rarely do films come along that are as intelligent exuberant and moving as monsoon wedding,2,train,others,test_420,gradients
830,830,this ecologically minded wildlife friendly film teaches good ethics while entertaining with its unconventionally wacky but loving family,4,train,attention,test_830,gradients
140,140,the film is faithful to what one presumes are the book s twin premises that we become who we are on the backs of our parents but we have no idea who they were at our age and that time is a fleeting and precious commodity no matter how old you are,0,train,ig,test_140,gradients
462,462,the smartest bonehead comedy of the summer,0,train,ig,test_462,attention
911,911,a loving little film of considerable appeal,2,train,others,test_911,ig
105,105,a classy item by a legend who may have nothing left to prove but still has the chops and drive to show how its done,0,train,ig,test_105,lime
1418,1418,an awkward and indigestible movie,1,train,gradients,test_1418,ig
1624,1624,herzog is obviously looking for a moral to his fable but the notion that a strong unified showing among germany and eastern european jews might have changed 20th century history is undermined by ahola s inadequate performance,4,train,attention,test_1624,attention
1728,1728,but like most rabbits it seems to lack substance,0,train,ig,test_1728,deeplift
942,942,consists of a plot and jokes done too often by people far more talented than ali g,0,train,ig,test_942,gradients
1417,1417,i can only imagine one thing worse than kevin spacey trying on an irish accent and that s sultry linda fiorentino doing the same thing,4,train,attention,test_1417,attention
613,613,a movie for 11 year old boys with sports dreams of their own and the preteen girls who worship lil bow wow,3,train,lime,test_613,lime
1148,1148,scene by scene things happen but you d be hard pressed to say what or why,0,train,ig,test_1148,gradients
1419,1419,the movie has very little to offer besides unintentional laughs,3,train,lime,test_1419,attention
1165,1165,there is no entry portal in the rules of attraction and i spent most of the movie feeling depressed by the shallow selfish greedy characters,0,train,ig,test_1165,attention
1393,1393,ridiculous,1,train,gradients,test_1393,ig
1045,1045,despite apparent motives to the contrary it ends up being like seinfeld s revered tv show about pretty much nothing,4,train,attention,test_1045,attention
518,518,cute funny heartwarming digitally animated feature film with plenty of slapstick humor for the kids lots of in jokes for the adults and heart enough for everyone,1,train,gradients,test_518,attention
1236,1236,rates an e for effort and a b for boring,4,train,attention,test_1236,gradients
49,49,a pleasant enough movie held together by skilled ensemble actors,0,train,ig,test_49,attention
1191,1191,schmaltzy and unfunny adam sandler s cartoon about hanukkah is numbingly bad little nicky bad 10 worst list bad,4,train,attention,test_1191,deeplift
1528,1528,the pivotal narrative point is so ripe the film ca n t help but go soft and stinky,1,train,gradients,test_1528,gradients
53,53,son of the bride may be a good half hour too long but comes replete with a flattering sense of mystery and quietness,0,train,ig,test_53,ig
1100,1100,a strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense,1,train,gradients,test_1100,ig
1388,1388,as tweedy talks about canning his stockbroker and repairing his pool you yearn for a few airborne tv sets or nude groupies on the nod to liven things up,3,train,lime,test_1388,attention
1306,1306,by the end i was looking for something hard with which to bludgeon myself unconscious,1,train,gradients,test_1306,attention
818,818,this is one for the ages,3,train,lime,test_818,attention
1783,1783,cliches are as thick as the cigarette smoke,0,train,ig,test_1783,ig
639,639,fessenden is much more into ambiguity and creating mood than he is for on screen thrills,1,train,gradients,test_639,ig
1166,1166,it s hard to tell with all the crashing and banging where the salesmanship ends and the movie begins,4,train,attention,test_1166,deeplift
1050,1050,they felt like the same movie to me,0,train,ig,test_1050,deeplift
1552,1552,splashes its drama all over the screen subjecting its audience and characters to action that feels not only manufactured but also so false you can see the filmmakers puppet strings,4,train,attention,test_1552,ig
1642,1642,i tried to read the time on my watch,4,train,attention,test_1642,attention
956,956,imagine a really bad community theater production of west side story without the songs,0,train,ig,test_956,attention
25,25,a masterful film from a master filmmaker unique in its deceptive grimness compelling in its fatalist worldview,1,train,gradients,test_25,attention
77,77,while mcfarlane s animation lifts the film firmly above the level of other coming of age films it s also so jarring that it s hard to get back into the boys story,1,train,gradients,test_77,lime
248,248,the principals in this cast are all fine but bishop and stevenson are standouts,4,train,attention,test_248,lime
1401,1401,the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset,1,train,gradients,test_1401,attention
1228,1228,diane lane shines in unfaithful,2,train,others,test_1228,lime
1577,1577,"two fairly dull contrasting and interlocking stories about miserable scandinavian settlers in 18th century canada and yuppie sailboaters in the here
and now",3,train,lime,test_1577,ig
969,969,i m not suggesting that you actually see it unless you re the kind of person who has seen every wim wenders film of the 70s,1,train,gradients,test_969,deeplift
272,272,finally a genre movie that delivers in a couple of genres no less,1,train,gradients,test_272,lime
1015,1015,this miserable excuse of a movie runs on empty believing flatbush machismo will get it through,3,train,lime,test_1015,attention
240,240,there are a few stabs at absurdist comedy but mostly the humor is of the sweet gentle and occasionally cloying kind that has become an iranian specialty,0,train,ig,test_240,lime
905,905,jagger the actor is someone you want to see again,0,train,ig,test_905,attention
310,310,as a randy film about sexy people in gorgeous places being pushed and pulled literally and figuratively by desire sex and lucía makes for an arousing good time,2,train,others,test_310,attention
984,984,it s a film that hinges on its casting and glover really does n t fit the part,2,train,others,test_984,ig
1077,1077,fifty minutes of tedious adolescent melodramatics followed by thirty five minutes of inflated nonsense,2,train,others,test_1077,gradients
241,241,a wonderful character based comedy,3,train,lime,test_241,ig
394,394,it sounds sick and twisted but the miracle of shainberg s film is that it truly is romance,3,train,lime,test_394,lime
1243,1243,this self infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard but he s the most obvious one,3,train,lime,test_1243,attention
1569,1569,and in truth cruel as it may sound he makes arnold schwarzenegger look like spencer tracy,4,train,attention,test_1569,ig
1691,1691,the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll,3,train,lime,test_1691,gradients
1086,1086,the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun toward the end you can feel your veins cringing from the workout,2,train,others,test_1086,ig
1643,1643,the film makes a tragic error by going on for too long trying to mirror every subsequent event in chinese history war revolution communism etc,3,train,lime,test_1643,deeplift
1732,1732,a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to,1,train,gradients,test_1732,ig
1179,1179,the creaking rusty ship makes a fine backdrop but the ghosts haunting is routine,1,train,gradients,test_1179,gradients
278,278,think of it as a sort of comfort food for the mind,0,train,ig,test_278,attention
1637,1637,as it abruptly crosscuts among the five friends it fails to lend the characters individual stories enough dramatic resonance to make us care about them,0,train,ig,test_1637,deeplift
585,585,a triumph relentless and beautiful in its downbeat darkness,1,train,gradients,test_585,deeplift
764,764,a refreshingly honest and ultimately touching tale of the sort of people usually ignored in contemporary american film,1,train,gradients,test_764,lime
273,273,it s not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality and to visit with some of the people who were able to make an impact in the theater world,4,train,attention,test_273,attention
378,378,stay clear of reminding yourself that it s a true story and you re likely to have one helluva time at the movies,1,train,gradients,test_378,gradients
306,306,an unbelievably fun film just a leading man away from perfection,2,train,others,test_306,lime
62,62,haneke challenges us to confront the reality of sexual aberration,0,train,ig,test_62,gradients
260,260,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences,0,train,ig,test_260,gradients
1560,1560,most of the action setups are incoherent,3,train,lime,test_1560,gradients
502,502,time changer may not be the most memorable cinema session but its profound self evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets,4,train,attention,test_502,ig
1063,1063,verbinski substitutes atmosphere for action tedium for thrills,3,train,lime,test_1063,ig
1135,1135,an intermittently pleasing but mostly routine effort,4,train,attention,test_1135,ig
819,819,a superbly controlled passionate adaptation of graham greene s 1955 novel,1,train,gradients,test_819,ig
1476,1476,the timing in nearly every scene seems a half beat off,3,train,lime,test_1476,attention
252,252,somewhat blurred but kinnear s performance is razor sharp,4,train,attention,test_252,lime
714,714,a dream cast of solid female talent who build a seamless ensemble,2,train,others,test_714,attention
1556,1556,rather quickly the film falls into a soothing formula of brotherly conflict and reconciliation,4,train,attention,test_1556,ig
214,214,i like the new footage and still love the old stuff,3,train,lime,test_214,lime
875,875,it s a bittersweet and lyrical mix of elements,4,train,attention,test_875,attention
1712,1712,the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy jovial team,1,train,gradients,test_1712,deeplift
1537,1537,the cold and dreary weather is a perfect metaphor for the movie itself which contains few laughs and not much drama,0,train,ig,test_1537,ig
1735,1735,reggio falls victim to relying on the very digital technology that he fervently scorns creating a meandering inarticulate and ultimately disappointing film,4,train,attention,test_1735,attention
325,325,i whole heartedly recommend that everyone see this movie for its historical significance alone,1,train,gradients,test_325,gradients
1221,1221,there are films that try the patience of even the most cinema besotted critic and this was one of them,2,train,others,test_1221,lime
1545,1545,when it comes to entertainment children deserve better than pokemon 4ever,3,train,lime,test_1545,ig
68,68,together tok and o orchestrate a buoyant darkly funny dance of death,3,train,lime,test_68,lime
895,895,chicago is in many ways an admirable achievement,3,train,lime,test_895,gradients
1474,1474,suggests puns about ingredients and soup and somebody being off their noodle but let s just say the ingredients do n t quite add up to a meal,2,train,others,test_1474,attention
1211,1211,credibility sinks into a mire of sentiment,0,train,ig,test_1211,ig
396,396,mesmerizing an eye opening tour of modern beijing culture in a journey of rebellion retreat into oblivion and return,3,train,lime,test_396,deeplift
1367,1367,if myers decides to make another austin powers movie maybe he should just stick with austin and dr evil,3,train,lime,test_1367,ig
64,64,it s the best film of the year so far the benchmark against which all other best picture contenders should be measured,0,train,ig,test_64,attention
854,854,biggie and tupac is so single mindedly daring it puts far more polished documentaries to shame,1,train,gradients,test_854,deeplift
1139,1139,if you re not a prepubescent girl you ll be laughing at britney spears movie starring debut whenever it does n t have you impatiently squinting at your watch,0,train,ig,test_1139,attention
1687,1687,showtime is closer to slowtime,3,train,lime,test_1687,gradients
363,363,most impressive though is the film s open ended finale that refuses to entirely close its characters emotional wounds,0,train,ig,test_363,lime
128,128,tim allen is great in his role but never hogs the scenes from his fellow cast as there are plenty of laughs and good lines for everyone in this comedy,0,train,ig,test_128,attention
760,760,it s a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel,1,train,gradients,test_760,ig
440,440,the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups,0,train,ig,test_440,ig
1218,1218,some of seagal s action pictures are guilty pleasures but this one is so formulaic that it seems to be on auto pilot,4,train,attention,test_1218,ig
1729,1729,i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women,0,train,ig,test_1729,lime
1722,1722,there s not enough to sustain the comedy,0,train,ig,test_1722,gradients
1043,1043,but he loses his focus when he concentrates on any single person,3,train,lime,test_1043,ig
1248,1248,the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then out of embarrassment or stupidity not warning anyone,0,train,ig,test_1248,lime
1565,1565,the problem with concept films is that if the concept is a poor one there s no saving the movie,0,train,ig,test_1565,attention
563,563,pray s film works well and will appeal even to those who are n t too familiar with turntablism,3,train,lime,test_563,lime
702,702,you have to pay attention to follow all the stories but they re each interesting,1,train,gradients,test_702,gradients
242,242,an endearingly offbeat romantic comedy with a great meet cute gimmick,2,train,others,test_242,lime
